"","node","size","n.1","n.0","trt.effect","var","vname","cut","score","score.test","size.test","n11","n12","n21","n22","CATE","bias","N"
"2","11",79592,67567,12025,0.00179521754136581,NA,NA,NA,NA,NA,79592,475,66805,74,12043,0.000952925337452505,0.000842292203913303,79397
"84","121",2035,1783,252,0.182014439726162,NA,NA,NA,NA,NA,2035,670,1073,70,171,0.0939382902088496,0.088076149517312,1984
"117","122",18373,15625,2748,0.0384120873362445,NA,NA,NA,NA,NA,18373,3005,12797,449,2368,0.0307763804269888,0.00763570690925575,18619
