"","node","size","n.1","n.0","trt.effect","var","vname","cut","score","score.test","size.test","n11","n12","n21","n22","CATE","bias","N"
"3","111",76359,64698,11661,0.000443906076673126,NA,NA,NA,NA,NA,76359,432,64223,65,11480,0.00105147489863495,0.000607568821961828,76200
"52","112",3247,2760,487,0.0169069725917329,NA,NA,NA,NA,NA,3247,71,2663,5,444,0.0148334183253691,0.00207355426636382,3183
"82","121",7040,6092,948,0.0904298644414339,NA,NA,NA,NA,NA,7040,1841,4300,215,752,0.0774511829638787,0.0129786814775552,7108
"141","122",13354,11294,2060,0.0219460113712754,NA,NA,NA,NA,NA,13354,1811,9615,282,1801,0.023116501020699,0.00117048964942354,13509
