"","node","size","n.1","n.0","trt.effect","var","vname","cut","score","score.test","size.test","n11","n12","n21","n22","CATE","bias","N"
"3","111",10950,9359,1591,0.0108858401808603,NA,NA,NA,NA,NA,10950,196,9284,19,1598,0.0089249508779346,0.00196088930292567,11097
"47","1121",67607,57342,10265,-2.37166654918838e-06,NA,NA,NA,NA,NA,67607,269,56817,45,10324,0.000372329432005117,0.000374701098554305,67455
"74","1122",936,777,159,-0.0305723513270683,NA,NA,NA,NA,NA,936,25,778,4,137,0.00276445598509137,0.0333368073121597,944
"84","121",18583,15812,2771,0.0304730894761919,NA,NA,NA,NA,NA,18583,2925,12759,413,2385,0.0388903594380728,0.00841726996188089,18482
"163","122",1924,1694,230,0.171469637082285,NA,NA,NA,NA,NA,1924,655,1108,67,192,0.11283854959408,0.0586310874882054,2022
