"","node","size","n.1","n.0","trt.effect","var","vname","cut","score","score.test","size.test","n11","n12","n21","n22","CATE","bias","N"
"3","111",76291,64621,11670,0.000898648287482904,NA,NA,NA,NA,NA,76291,420,64312,68,11468,0.000593699335007036,0.000304948952475868,76268
"52","112",3205,2748,457,0.0196363219401259,NA,NA,NA,NA,NA,3205,74,2672,7,472,0.0123345097138826,0.00730181222624338,3225
"82","121",7830,6781,1049,0.0793668846208403,NA,NA,NA,NA,NA,7830,2094,4589,249,756,0.0655711417474947,0.0137957428733456,7688
"147","122",12674,10666,2008,0.0198869812331398,NA,NA,NA,NA,NA,12674,1554,9269,241,1755,0.0228416270774942,0.00295464584435436,12819
