"","node","size","n.1","n.0","trt.effect","var","vname","cut","score","score.test","size.test","n11","n12","n21","n22","CATE","bias","N"
"3","111",76365,64606,11759,0.000184223561968093,NA,NA,NA,NA,NA,76365,447,64300,64,11383,0.00131281023298068,0.00112858667101259,76194
"54","112",3232,2742,490,0.0183122702034862,NA,NA,NA,NA,NA,3232,79,2673,7,439,0.0130113280842632,0.00530094211922299,3198
"86","121",7084,6112,972,0.0918721586624437,NA,NA,NA,NA,NA,7084,1807,4314,207,736,0.0757010053354904,0.0161711533269533,7064
"149","122",13319,11292,2027,0.0259499764164998,NA,NA,NA,NA,NA,13319,1797,9631,292,1824,0.0192491429864499,0.00670083343004996,13544
