"","node","size","n.1","n.0","trt.effect","var","vname","cut","score","score.test","size.test","n11","n12","n21","n22","CATE","bias","N"
"3","111",11081,9478,1603,0.00996884534260448,NA,NA,NA,NA,NA,11081,197,9164,18,1587,0.00982980690416692,0.000139038438437556,10966
"43","1121",67439,57051,10388,0.000269364944849654,NA,NA,NA,NA,NA,67439,269,57108,47,10199,0.000101133769517018,0.000168231175332636,67623
"72","1122",959,815,144,-0.0318251533742331,NA,NA,NA,NA,NA,959,30,735,6,150,0.00075414781297134,0.0325793011872045,921
"82","121",7161,6211,950,0.0817593573371523,NA,NA,NA,NA,NA,7161,1810,4212,207,758,0.0860568244588495,0.00429746712169726,6987
"137","122",13360,11319,2041,0.0105278836593018,NA,NA,NA,NA,NA,13360,1789,9612,258,1844,0.034175812611293,0.0236479289519912,13503
