"","node","size","n.1","n.0","trt.effect","var","vname","cut","score","score.test","size.test","n11","n12","n21","n22","CATE","bias","N"
"4","1111",2768,2374,394,0.0340234092687704,NA,NA,NA,NA,NA,2768,160,2204,19,331,0.0133961808073483,0.0206272284614221,2714
"23","1112",8200,6995,1205,0.00477341551018955,NA,NA,NA,NA,NA,8200,52,7054,5,1254,0.00334635376206037,0.00142706174812919,8365
"47","1121",67467,57221,10246,0.000559700888558612,NA,NA,NA,NA,NA,67467,276,56931,52,10336,-0.000181191491257263,0.000740892379815875,67595
"76","1122",947,784,163,-0.0379053461875548,NA,NA,NA,NA,NA,947,27,769,3,134,0.0120217877709716,0.0499271339585264,933
"86","121",18667,15863,2804,0.0494019179740076,NA,NA,NA,NA,NA,18667,2939,12694,465,2300,0.0198261455776595,0.0295757723963481,18398
"165","122",1951,1711,240,0.160305864017144,NA,NA,NA,NA,NA,1951,654,1092,63,186,0.121558398542624,0.0387474654745198,1995
