"","node","size","n.1","n.0","trt.effect","var","vname","cut","score","score.test","size.test","n11","n12","n21","n22","CATE","bias","N"
"3","111",8234,4116,4118,0.0709870293777679,NA,NA,NA,NA,NA,8234,640,3357,383,3698,0.0662705433878153,0.00471648598995261,8078
"337","1121",8030,3992,4038,0.0776092799764958,NA,NA,NA,NA,NA,8030,637,3464,397,3711,0.0586872677170196,0.0189220122594762,8209
"640","1122",1861,948,913,0.158693461995277,NA,NA,NA,NA,NA,1861,271,639,144,765,0.139386356218039,0.0193071057772375,1819
"803","12",3183,1595,1588,0.0488001705581833,NA,NA,NA,NA,NA,3183,393,1255,218,1333,0.0979163928063949,0.0491162222482116,3199
