"","node","size","n.1","n.0","trt.effect","var","vname","cut","score","score.test","size.test","n11","n12","n21","n22","CATE","bias","N"
"2","11",9520,4761,4759,0.0703240886203344,NA,NA,NA,NA,NA,9520,812,3995,467,4293,0.0708110808292529,0.000486992208918485,9567
"454","121",9643,4787,4856,0.0785055815981573,NA,NA,NA,NA,NA,9643,767,4004,483,4299,0.0597591786638587,0.0187464029342986,9553
"823","122",2143,1055,1088,0.15246811402286,NA,NA,NA,NA,NA,2143,339,787,195,866,0.11727684094398,0.0351912730788801,2187
