"","node","size","n.1","n.0","trt.effect","var","vname","cut","score","score.test","size.test","n11","n12","n21","n22","CATE","bias","N"
"2","11",9524,4724,4800,0.0686995484053062,NA,NA,NA,NA,NA,9524,799,4045,436,4283,0.07255386932213,0.00385432091682372,9563
"446","121",9630,4845,4785,0.0757520761150525,NA,NA,NA,NA,NA,9630,765,3948,485,4368,0.0623788129767553,0.0133732631382972,9566
"837","122",2153,1109,1044,0.153950264122522,NA,NA,NA,NA,NA,2153,324,748,207,898,0.114908489228068,0.0390417748944547,2177
