"","node","size","n.1","n.0","trt.effect","var","vname","cut","score","score.test","size.test","n11","n12","n21","n22","CATE","bias","N"
"7","1111111",8476,1154,7322,0.0292885286241175,NA,NA,NA,NA,NA,8476,43,1082,43,7090,0.0321939031418914,0.00290537451777383,8258
"8","1111112",11641,1067,10574,0.0503349536067407,NA,NA,NA,NA,NA,11641,56,932,103,10240,0.0467217359547285,0.00361321765201214,11331
"9","111112",3103,734,2369,0.130334716242842,NA,NA,NA,NA,NA,3103,134,661,160,2130,0.0986844634863091,0.0316502527565325,3085
"18","1111211",3211,516,2695,0.144899397391092,NA,NA,NA,NA,NA,3211,92,435,68,2489,0.147979390577935,0.00307999318684327,3084
"19","1111212",2076,1673,403,0.0315757936219537,NA,NA,NA,NA,NA,2076,247,1486,61,348,-0.0066168451615907,0.0381926387835444,2142
"20","111122",812,274,538,0.270778498358343,NA,NA,NA,NA,NA,812,96,202,43,509,0.244249100282074,0.0265293980762689,850
"25","111211",14979,2073,12906,0.162581130440457,NA,NA,NA,NA,NA,14979,379,1692,359,12697,0.155506443735147,0.00707468670531011,15127
"26","111212",2750,1400,1350,0.120793650793651,NA,NA,NA,NA,NA,2750,344,1139,178,1177,0.100596925052191,0.0201967257414603,2838
"27","11122",2760,383,2377,0.224856133243848,NA,NA,NA,NA,NA,2760,83,291,135,2230,0.16484268125855,0.060013451985298,2739
"32","11211",24842,402,24440,0.0264630204134809,NA,NA,NA,NA,NA,24842,7,401,28,24651,0.0160222948938885,0.0104407255195924,25087
"37","11212",562,382,180,-0.00747527632344386,NA,NA,NA,NA,NA,562,18,444,6,172,0.00525317379249964,0.0127284501159435,640
"40","1122",10797,1728,9069,0.0570133222455005,NA,NA,NA,NA,NA,10797,98,1583,69,9028,0.0507137136619357,0.00629960858356481,10778
"49","12111111",3173,452,2721,0.148678095312434,NA,NA,NA,NA,NA,3173,83,324,79,2628,0.17474760585215,0.0260695105397157,3114
"50","12111112",3814,966,2848,0.246980191685858,NA,NA,NA,NA,NA,3814,377,590,518,2431,0.214212799950065,0.0327673917357939,3916
"51","1211112",3102,758,2344,0.270437292317667,NA,NA,NA,NA,NA,3102,339,419,344,1977,0.299017573855323,0.0285802815376562,3079
"52","121112",17699,3286,14413,0.32926739609483,NA,NA,NA,NA,NA,17699,1513,1760,1686,12797,0.345854687794253,0.0165872916994227,17756
"56","12112111",7689,1064,6625,0.149137466307278,NA,NA,NA,NA,NA,7689,184,820,212,6440,0.151396818019563,0.00225935171228572,7656
"57","12112112",1028,192,836,0.228718102073365,NA,NA,NA,NA,NA,1028,91,106,141,674,0.288922799040827,0.0602046969674619,1012
"58","1211212",625,108,517,0.262787448957662,NA,NA,NA,NA,NA,625,62,46,125,401,0.336431488522743,0.0736440395650815,634
"59","121122",2541,337,2204,0.259532169726475,NA,NA,NA,NA,NA,2541,151,174,424,1746,0.26922367954626,0.00969150981978495,2495
"62","121211",2634,1590,1044,-0.000632545362538817,NA,NA,NA,NA,NA,2634,672,913,452,614,-4.02459739229921e-05,0.000592299388615825,2651
"65","121212",1630,823,807,0.293145788445874,NA,NA,NA,NA,NA,1630,555,263,305,465,0.282380211475566,0.0107655769703079,1588
"68","12122",6634,3099,3535,0.252532892619922,NA,NA,NA,NA,NA,6634,1873,1115,1338,2195,0.248125723007134,0.00440716961278792,6521
"73","12211",33868,1187,32681,0.0761659252016899,NA,NA,NA,NA,NA,33868,112,1116,205,32654,0.0849664339181735,0.00880050871648361,34087
"78","12212",2365,791,1574,0.11335594048034,NA,NA,NA,NA,NA,2365,188,642,123,1387,0.145049070454001,0.0316931299736611,2340
"81","1222",1253,367,886,0.0387406892564322,NA,NA,NA,NA,NA,1253,24,327,51,854,0.0120224772158474,0.0267182120405848,1256
