"","node","size","n.1","n.0","trt.effect","var","vname","cut","score","score.test","size.test","n11","n12","n21","n22","CATE","bias","N"
"7","1111111",8464,1092,7372,0.0294063867042706,NA,NA,NA,NA,NA,8464,45,1142,43,7040,0.0318398253183073,0.00243343861403668,8270
"8","1111112",11393,1037,10356,0.0622815241249512,NA,NA,NA,NA,NA,11393,45,973,101,10460,0.0346408338943613,0.0276406902305898,11579
"9","111112",3089,748,2341,0.129458707485946,NA,NA,NA,NA,NA,3089,131,650,159,2159,0.0991400595904235,0.0303186478955222,3099
"18","1111211",3226,508,2718,0.136288841378271,NA,NA,NA,NA,NA,3226,100,435,79,2455,0.155739881536339,0.019451040158068,3069
"19","1111212",2033,1661,372,0.0133728871712209,NA,NA,NA,NA,NA,2033,283,1462,66,374,0.0121776504297994,0.00119523674142144,2185
"20","111122",855,310,545,0.269044095886357,NA,NA,NA,NA,NA,855,78,184,31,514,0.240829189719168,0.0282149061671889,807
"24","11121",17184,2251,14933,0.161032115520999,NA,NA,NA,NA,NA,17184,397,1794,419,14409,0.15293845004646,0.00809366547453896,17019
"27","11122",3554,1685,1869,0.110991929863,NA,NA,NA,NA,NA,3554,409,1248,218,1561,0.124290870183659,0.0132989403206591,3436
"32","11211",24994,408,24586,0.0161806974477744,NA,NA,NA,NA,NA,24994,11,391,26,24507,0.0263033870714905,0.0101226896237161,24935
"37","11212",594,396,198,-0.00505050505050506,NA,NA,NA,NA,NA,594,16,432,5,155,0.00446428571428571,0.00951479076479077,608
"40","1122",10691,1675,9016,0.0554347163914235,NA,NA,NA,NA,NA,10691,107,1627,85,9065,0.0524174182691399,0.00301729812228367,10884
"47","121111",10243,2167,8076,0.255515324765444,NA,NA,NA,NA,NA,10243,792,1349,907,6907,0.25384688400453,0.00166844076091366,9955
"54","12111211",7658,1005,6653,0.150338492416917,NA,NA,NA,NA,NA,7658,193,870,209,6415,0.150009685694939,0.000328806721978686,7687
"55","12111212",626,101,525,0.27979255068364,NA,NA,NA,NA,NA,626,64,51,123,395,0.319070001678697,0.0392774509950575,633
"56","1211122",1043,210,833,0.292677070828331,NA,NA,NA,NA,NA,1043,69,110,135,683,0.22043818551857,0.0722388853097617,997
"57","12112",20110,3534,16576,0.333523262985275,NA,NA,NA,NA,NA,20110,1677,2010,2204,14490,0.32281785292787,0.0107054100574044,20381
"62","121211",2685,1619,1066,-0.00171741062685488,NA,NA,NA,NA,NA,2685,659,897,441,603,0.00110805779629464,0.00282546842314951,2600
"65","121212",1639,829,810,0.267878896186094,NA,NA,NA,NA,NA,1639,575,237,307,460,0.307867322624774,0.0399884264386808,1579
"68","12122",6608,3030,3578,0.253595404258145,NA,NA,NA,NA,NA,6608,1897,1160,1304,2186,0.246904047547411,0.00669135671073418,6547
"74","122111",22474,185,22289,0.015947025135414,NA,NA,NA,NA,NA,22474,9,157,7,22632,0.0539076665334424,0.0379606413980284,22805
"76","1221121",10619,937,9682,0.0626909026134602,NA,NA,NA,NA,NA,10619,100,885,172,9570,0.083867330424443,0.0211764278109828,10727
"77","1221122",2131,738,1393,0.10396056939751,NA,NA,NA,NA,NA,2131,168,592,95,1259,0.150890150042758,0.0469295806452481,2114
"78","12212",875,128,747,0.184184655287818,NA,NA,NA,NA,NA,875,31,106,56,722,0.154297937815473,0.029886717472345,915
"81","1222",1276,366,910,0.0325166636642046,NA,NA,NA,NA,NA,1276,31,321,61,820,0.0188286812506449,0.0136879824135597,1233
