"","node","size","n.1","n.0","trt.effect","var","vname","cut","score","score.test","size.test","n11","n12","n21","n22","CATE","bias","N"
"7","1111111",8279,1125,7154,0.0293549529400801,NA,NA,NA,NA,NA,8279,43,1111,38,7263,0.0320569319698614,0.00270197902978131,8455
"8","1111112",11494,1011,10483,0.0552656823779407,NA,NA,NA,NA,NA,11494,54,990,100,10334,0.0421400857937909,0.0131255965841499,11478
"9","111112",3148,790,2358,0.115259660085247,NA,NA,NA,NA,NA,3148,132,607,152,2149,0.112561520877844,0.00269813920740324,3040
"18","1111211",3162,525,2637,0.145650360257869,NA,NA,NA,NA,NA,3162,93,425,85,2530,0.147031899421957,0.00138153916408798,3133
"19","1111212",2143,1725,418,-0.00238541016573052,NA,NA,NA,NA,NA,2143,264,1417,51,343,0.0276077510063203,0.0299931611720508,2075
"20","111122",828,292,536,0.263468615824985,NA,NA,NA,NA,NA,828,91,189,41,513,0.250992779783394,0.0124758360415911,834
"25","111211",15219,2161,13058,0.166462532272453,NA,NA,NA,NA,NA,15219,355,1628,361,12543,0.151045862865979,0.0154166694064745,14887
"26","111212",2072,159,1913,0.0881653828324572,NA,NA,NA,NA,NA,2072,33,106,68,1818,0.201354928782319,0.113189545949862,2025
"27","11122",3492,1642,1850,0.0968989696151694,NA,NA,NA,NA,NA,3492,435,1265,212,1586,0.137973565399463,0.0410745957842941,3498
"33","112111",23744,246,23498,0.0198996351185744,NA,NA,NA,NA,NA,23744,4,235,7,23427,0.0164376903994232,0.00346194471915114,23673
"34","112112",10647,1643,9004,0.0486606615359698,NA,NA,NA,NA,NA,10647,117,1649,68,9094,0.0588294553578558,0.010168793821886,10928
"37","11212",444,69,375,0.0801159420289855,NA,NA,NA,NA,NA,444,1,57,13,405,-0.0138590991585547,0.0939750411875402,476
"40","1122",1391,531,860,0.0157359961459291,NA,NA,NA,NA,NA,1391,14,497,11,881,0.0150654217089502,0.000670574436978958,1403
"47","121111",10170,2169,8001,0.257144724129401,NA,NA,NA,NA,NA,10170,786,1353,909,6980,0.252237701331785,0.0049070227976159,10028
"54","12111211",7495,1044,6451,0.155734713380147,NA,NA,NA,NA,NA,7495,175,849,182,6644,0.14423567746484,0.0114990359153063,7850
"55","12111212",622,103,519,0.279645322408665,NA,NA,NA,NA,NA,622,64,49,130,394,0.318280078362494,0.0386347559538291,637
"56","1211122",1027,189,838,0.279406750767133,NA,NA,NA,NA,NA,1027,84,116,147,666,0.239188191881919,0.0402185588852138,1013
"57","12112",20133,3614,16519,0.324805251004252,NA,NA,NA,NA,NA,20133,1673,1934,2218,14533,0.331410343947952,0.00660509294369976,20358
"62","121211",2645,1596,1049,0.0109234000157686,NA,NA,NA,NA,NA,2645,671,908,463,598,-0.0114282712725158,0.0223516712882845,2640
"65","121212",1631,832,799,0.285549244247617,NA,NA,NA,NA,NA,1631,567,242,320,458,0.289554211775622,0.00400496752800478,1587
"68","12122",6537,3024,3513,0.250123690238976,NA,NA,NA,NA,NA,6537,1912,1151,1329,2226,0.250384953941904,0.000261263702927228,6618
"75","1221111",22677,177,22500,0.0336760828625235,NA,NA,NA,NA,NA,22677,6,168,8,22419,0.0341260457299776,0.000449962867454023,22601
"76","1221112",10699,955,9744,0.0767733560295395,NA,NA,NA,NA,NA,10699,86,881,180,9500,0.0703398087293922,0.00643354730014722,10647
"77","122112",678,80,598,0.135660535117057,NA,NA,NA,NA,NA,678,8,54,30,561,0.0782708367447192,0.0573896983723377,653
"78","12212",2415,829,1586,0.145085846147762,NA,NA,NA,NA,NA,2415,161,631,135,1363,0.11316266806921,0.0319231780785514,2290
"81","1222",1272,359,913,0.00620562777826932,NA,NA,NA,NA,NA,1272,34,325,43,835,0.0457325778389731,0.0395269500607038,1237
