"","node","size","n.1","n.0","trt.effect","var","vname","cut","score","score.test","size.test","n11","n12","n21","n22","CATE","bias","N"
"6","111111",19589,2113,17476,0.0384985014131205,NA,NA,NA,NA,NA,19589,103,2118,135,17761,0.038831921369896,0.00033341995677557,20117
"9","111112",3085,795,2290,0.0986844634863091,NA,NA,NA,NA,NA,3085,144,590,156,2213,0.130334716242842,0.0316502527565325,3103
"18","1111211",3084,527,2557,0.147979390577935,NA,NA,NA,NA,NA,3084,92,424,90,2605,0.144899397391092,0.00307999318684327,3211
"19","1111212",2142,1733,409,-0.0066168451615907,NA,NA,NA,NA,NA,2142,277,1396,54,349,0.0315757936219537,0.0381926387835444,2076
"20","111122",850,298,552,0.244249100282074,NA,NA,NA,NA,NA,850,91,183,33,505,0.270778498358343,0.0265293980762689,812
"24","11121",17162,2219,14943,0.154256205125217,NA,NA,NA,NA,NA,17162,418,1805,418,14400,0.15982525295523,0.00556904783001286,17041
"27","11122",3542,1709,1833,0.101485444824215,NA,NA,NA,NA,NA,3542,416,1217,219,1596,0.134084709478575,0.0325992646543601,3448
"33","112111",24222,270,23952,0.0177670155125065,NA,NA,NA,NA,NA,24222,7,277,14,23668,0.0240567210373125,0.00628970552480597,23966
"36","112112",9161,1046,8115,0.0378454317654086,NA,NA,NA,NA,NA,9161,49,977,50,8043,0.0415801059274626,0.00373467416205406,9119
"37","11212",1692,661,1031,0.0581049492950017,NA,NA,NA,NA,NA,1692,65,669,30,988,0.0590863101770314,0.000981360882029728,1752
"40","1122",1430,574,856,0.0115194242730144,NA,NA,NA,NA,NA,1430,15,453,11,885,0.0197744963369963,0.00825507206398191,1364
"48","1211111",10770,1411,9359,0.158134432729756,NA,NA,NA,NA,NA,10770,268,1248,260,9086,0.148961614665058,0.00917281806469841,10862
"51","1211112",4928,1164,3764,0.226982153225895,NA,NA,NA,NA,NA,4928,472,686,601,3083,0.244461415559794,0.0174792623338988,4842
"54","121112",3713,866,2847,0.298313690274841,NA,NA,NA,NA,NA,3713,370,496,471,2390,0.262623979567538,0.0356897107073029,3727
"57","12112",20251,3598,16653,0.335775257890459,NA,NA,NA,NA,NA,20251,1646,1977,2225,14392,0.320420605543631,0.0153546523468273,20240
"62","121211",2651,1585,1066,-4.02459739229921e-05,NA,NA,NA,NA,NA,2651,695,895,457,587,-0.000632545362538817,0.000592299388615825,2634
"65","121212",4335,2102,2233,0.222780385728645,NA,NA,NA,NA,NA,4335,1331,952,741,1505,0.25308496069715,0.030304574968505,4529
"66","12122",3774,1704,2070,0.300464380485813,NA,NA,NA,NA,NA,3774,1174,465,893,1203,0.290240802667797,0.0102235778180166,3735
"75","1221111",22708,182,22526,0.0327450672385414,NA,NA,NA,NA,NA,22708,6,163,8,22393,0.0351458316659046,0.00240076442736316,22570
"76","1221112",10702,973,9729,0.0777987891172459,NA,NA,NA,NA,NA,10702,82,867,167,9528,0.0691813700369163,0.00861741908032966,10644
"77","122112",677,73,604,0.133380205025855,NA,NA,NA,NA,NA,677,10,59,34,551,0.0868078781122259,0.0465723269136291,654
"78","12212",2340,830,1510,0.145049070454001,NA,NA,NA,NA,NA,2340,156,635,132,1442,0.11335594048034,0.0316931299736611,2365
"81","1222",1256,351,905,0.0120224772158474,NA,NA,NA,NA,NA,1256,37,330,55,831,0.0387406892564322,0.0267182120405848,1253
