"","node","size","n.1","n.0","trt.effect","var","vname","cut","score","score.test","size.test","n11","n12","n21","n22","CATE","bias","N"
"7","1111111",8294,1118,7176,0.0284151305384875,NA,NA,NA,NA,NA,8294,44,1117,36,7243,0.0329526291755962,0.0045374986371087,8440
"8","1111112",11454,1047,10407,0.0493254072157185,NA,NA,NA,NA,NA,11454,59,949,112,10398,0.0478752284294625,0.00145017878625604,11518
"9","111112",3122,773,2349,0.120301666999857,NA,NA,NA,NA,NA,3122,134,622,161,2149,0.107551707551708,0.0127499594481498,3066
"18","1111211",3177,550,2627,0.128279752223414,NA,NA,NA,NA,NA,3177,99,394,89,2536,0.166906597121607,0.0386268448981931,3118
"19","1111212",2144,1746,398,0.0325769742181699,NA,NA,NA,NA,NA,2144,239,1421,63,351,-0.00819800942902044,0.0407749836471903,2074
"20","111122",828,280,548,0.221611053180396,NA,NA,NA,NA,NA,828,104,188,35,507,0.291588737805186,0.06997768462479,834
"24","11121",17172,2222,14950,0.163595001640632,NA,NA,NA,NA,NA,17172,400,1820,440,14371,0.150472530460377,0.013122471180255,17031
"27","11122",3491,1639,1852,0.105800895293843,NA,NA,NA,NA,NA,3491,424,1279,215,1581,0.129261933938144,0.0234610386443008,3499
"32","11211",33173,1319,31854,0.0330227045656993,NA,NA,NA,NA,NA,33173,60,1247,65,31923,0.0438746444606858,0.0108519398949865,33295
"37","11212",1720,671,1049,0.0647540273257193,NA,NA,NA,NA,NA,1720,60,664,30,970,0.0528729281767956,0.0118810991489238,1724
"40","1122",1332,504,828,0.0244996549344375,NA,NA,NA,NA,NA,1332,15,523,19,905,0.00731827032942274,0.0171813846050148,1462
"47","121111",10042,2139,7903,0.245587673401139,NA,NA,NA,NA,NA,10042,808,1361,869,7118,0.263720096563093,0.0181324231619542,10156
"54","12111211",7661,1041,6620,0.143152354667108,NA,NA,NA,NA,NA,7661,194,833,210,6447,0.157353966562129,0.0142016118950207,7684
"55","12111212",615,100,515,0.279223300970874,NA,NA,NA,NA,NA,615,67,49,138,390,0.316222570532915,0.0369992695620416,644
"56","1211122",1006,190,816,0.287551599587203,NA,NA,NA,NA,NA,1006,78,121,133,702,0.232678361869226,0.0548732377179769,1034
"58","121121",2759,1663,1096,-0.0129043018728795,NA,NA,NA,NA,NA,2759,648,864,421,593,0.0133840518455903,0.0262883537184698,2526
"61","121122",1599,805,794,0.285176087738786,NA,NA,NA,NA,NA,1599,589,247,325,458,0.289475211889005,0.00429912415021877,1619
"65","12121",20217,3625,16592,0.333981395271506,NA,NA,NA,NA,NA,20217,1625,1971,2164,14514,0.322139221191659,0.0118421740798474,20274
"68","12122",6614,3042,3572,0.266112793419194,NA,NA,NA,NA,NA,6614,1887,1158,1348,2148,0.234120909470077,0.0319918839491167,6541
"75","1221111",22612,183,22429,0.0378500999023756,NA,NA,NA,NA,NA,22612,5,163,4,22494,0.0295841111802531,0.00826598872212255,22666
"76","1221112",644,70,574,0.0797909407665505,NA,NA,NA,NA,NA,644,14,58,33,582,0.140785907859079,0.0609949670925281,687
"77","122112",10719,959,9760,0.0674547855518898,NA,NA,NA,NA,NA,10719,94,869,174,9490,0.0796066634344935,0.0121518778826037,10627
"78","12212",2421,825,1596,0.144545454545455,NA,NA,NA,NA,NA,2421,156,640,122,1366,0.113990652185659,0.0305548023597951,2284
"81","1222",1248,366,882,0.0359466190847924,NA,NA,NA,NA,NA,1248,30,322,63,846,0.0159203420342034,0.020026277050589,1261
