"","node","size","n.1","n.0","trt.effect","var","vname","cut","score","score.test","size.test","n11","n12","n21","n22","CATE","bias","N"
"7","1111111",8345,1120,7225,0.0283922392486406,NA,NA,NA,NA,NA,8345,44,1115,36,7194,0.0329845087516424,0.00459226950300175,8389
"8","1111112",11525,1009,10516,0.0522630860106135,NA,NA,NA,NA,NA,11525,57,989,98,10303,0.0450711368942867,0.00719194911632678,11447
"9","111112",3075,766,2309,0.107366791542234,NA,NA,NA,NA,NA,3075,145,618,163,2187,0.120677616352026,0.0133108248097919,3113
"17","111121",3588,543,3045,0.133433125584011,NA,NA,NA,NA,NA,3588,111,469,106,3017,0.157437587642298,0.0240044620582865,3703
"21","1111221",2059,1646,413,-0.0188144125166594,NA,NA,NA,NA,NA,2059,272,1488,44,355,0.0442697653223969,0.0630841778390563,2159
"22","1111222",321,236,85,0.161565304087737,NA,NA,NA,NA,NA,321,92,164,10,79,0.247015449438202,0.0854501453504654,345
"24","11121",17216,2202,15014,0.155980122457913,NA,NA,NA,NA,NA,17216,416,1824,407,14340,0.158115452053202,0.00213532959528909,16987
"27","11122",3480,1677,1803,0.11010966615966,NA,NA,NA,NA,NA,3480,423,1242,238,1607,0.125056764081154,0.014947097921494,3510
"32","11211",24974,396,24578,0.0169037186084952,NA,NA,NA,NA,NA,24974,11,403,31,24510,0.0253068561002223,0.00840313749172707,24955
"37","11212",602,418,184,-0.000416059912627414,NA,NA,NA,NA,NA,602,12,414,5,169,-0.000566618099401003,0.000150558186773588,600
"40","1122",10765,1718,9047,0.05490535584896,NA,NA,NA,NA,NA,10765,103,1588,73,9046,0.0529054399905475,0.00199991585841255,10810
"47","121111",10151,2181,7970,0.256868748407169,NA,NA,NA,NA,NA,10151,773,1354,879,7041,0.252437812540069,0.00443093586709953,10047
"52","121112",17803,3254,14549,0.337230801298268,NA,NA,NA,NA,NA,17803,1516,1789,1733,12614,0.337907137834063,0.000676336535794131,17652
"56","12112111",7708,1051,6657,0.145328518930947,NA,NA,NA,NA,NA,7708,187,830,190,6430,0.155173233281941,0.00984471435099457,7637
"57","12112112",1019,199,820,0.269671528373575,NA,NA,NA,NA,NA,1019,81,109,147,684,0.249420482614478,0.0202510457590968,1021
"58","1211212",2468,334,2134,0.251923519409167,NA,NA,NA,NA,NA,2468,153,175,425,1815,0.276731271777004,0.0248077523678368,2568
"59","121122",633,102,531,0.348676193641298,NA,NA,NA,NA,NA,633,60,54,140,372,0.252878289473684,0.0957979041676142,626
"62","121211",2629,1582,1047,0.000400880488108213,NA,NA,NA,NA,NA,2629,697,896,466,597,-0.000842703762167385,0.0012435842502756,2656
"65","121212",4506,2238,2268,0.230693031854783,NA,NA,NA,NA,NA,4506,1274,873,769,1442,0.245579697734388,0.0148866658796042,4358
"66","12122",3793,1663,2130,0.300904525166634,NA,NA,NA,NA,NA,3793,1193,487,857,1179,0.289195668444195,0.0117088567224393,3716
"75","1221111",22451,161,22290,0.0369081754066247,NA,NA,NA,NA,NA,22451,6,184,5,22632,0.0313580700436872,0.00555010536293749,22827
"76","1221112",682,71,611,0.067840759779627,NA,NA,NA,NA,NA,682,14,57,25,553,0.15393050343584,0.0860897436562129,649
"77","122112",10675,992,9683,0.0804322632282051,NA,NA,NA,NA,NA,10675,78,852,172,9569,0.0662136430319468,0.0142186201962583,10671
"78","12212",2346,796,1550,0.126505106176041,NA,NA,NA,NA,NA,2346,175,650,122,1412,0.132590573268539,0.00608546709249788,2359
"81","1222",1250,363,887,0.0155009146502433,NA,NA,NA,NA,NA,1250,30,325,44,860,0.0358344758818397,0.0203335612315964,1259
