"","node","size","n.1","n.0","trt.effect","var","vname","cut","score","score.test","size.test","n11","n12","n21","n22","CATE","bias","N"
"6","111111",19958,2169,17789,0.0391675731872679,NA,NA,NA,NA,NA,19958,99,2066,133,17450,0.0381633582406059,0.001004214946662,19748
"9","111112",3066,756,2310,0.107551707551708,NA,NA,NA,NA,NA,3066,144,629,155,2194,0.120301666999857,0.0127499594481498,3122
"18","1111211",3118,493,2625,0.166906597121607,NA,NA,NA,NA,NA,3118,85,465,69,2558,0.128279752223414,0.0386268448981931,3177
"19","1111212",2074,1660,414,-0.00819800942902044,NA,NA,NA,NA,NA,2074,285,1461,52,346,0.0325769742181699,0.0407749836471903,2144
"20","111122",834,292,542,0.291588737805186,NA,NA,NA,NA,NA,834,83,197,41,507,0.221611053180396,0.06997768462479,828
"23","1112",20530,3923,16607,0.170602134688834,NA,NA,NA,NA,NA,20530,816,3045,654,16148,0.172420273717738,0.00181813902890432,20663
"32","11211",25017,402,24615,0.0111377906324562,NA,NA,NA,NA,NA,25017,13,395,18,24486,0.0311281711509285,0.0199903805184723,24912
"37","11212",612,436,176,-0.0270016680567139,NA,NA,NA,NA,NA,612,17,391,3,179,0.0251831501831502,0.0521848182398641,590
"40","1122",10852,1731,9121,0.059697116582241,NA,NA,NA,NA,NA,10852,94,1584,73,8972,0.047948312997323,0.011748803584918,10723
"49","12111111",3159,434,2725,0.152567539001395,NA,NA,NA,NA,NA,3159,83,342,70,2633,0.169396966333703,0.0168294273323081,3128
"50","12111112",3877,970,2907,0.241416204752836,NA,NA,NA,NA,NA,3877,386,577,524,2366,0.219515858386602,0.0219003463662344,3853
"51","1211112",3120,765,2355,0.30519961700179,NA,NA,NA,NA,NA,3120,311,440,347,1963,0.263898063764908,0.0413015532368821,3061
"52","121112",17797,3266,14531,0.332522065817603,NA,NA,NA,NA,NA,17797,1531,1762,1758,12607,0.34254481312288,0.010022747305277,17658
"56","12112111",7684,1027,6657,0.157353966562129,NA,NA,NA,NA,NA,7684,180,861,197,6423,0.143152354667108,0.0142016118950207,7661
"57","12112112",1034,199,835,0.232678361869226,NA,NA,NA,NA,NA,1034,87,103,139,677,0.287551599587203,0.0548732377179769,1006
"58","1211212",2477,330,2147,0.24983274759707,NA,NA,NA,NA,NA,2477,154,178,413,1814,0.278404141938206,0.0285713943411365,2559
"59","121122",644,116,528,0.316222570532915,NA,NA,NA,NA,NA,644,52,48,124,391,0.279223300970874,0.0369992695620416,615
"62","121211",2526,1512,1014,0.0133840518455903,NA,NA,NA,NA,NA,2526,719,944,488,608,-0.0129043018728795,0.0262883537184698,2759
"65","121212",4441,2212,2229,0.221999664134697,NA,NA,NA,NA,NA,4441,1278,895,752,1498,0.253904791123383,0.0319051269886863,4423
"66","12122",3719,1669,2050,0.288304081602829,NA,NA,NA,NA,NA,3719,1179,495,852,1264,0.301654572433278,0.0133504908304493,3790
"74","122111",22667,168,22499,0.0295841190825412,NA,NA,NA,NA,NA,22667,7,176,9,22420,0.0378500999023756,0.00826598081983438,22612
"75","122112",12681,1694,10987,0.107792143317599,NA,NA,NA,NA,NA,12681,253,1473,270,10914,0.122440060871598,0.0146479175539987,12910
"78","12212",916,137,779,0.215351892281889,NA,NA,NA,NA,NA,916,25,103,57,689,0.118904993297587,0.0964468989843015,874
"81","1222",1261,352,909,0.0159203420342034,NA,NA,NA,NA,NA,1261,31,335,43,839,0.0359466190847924,0.020026277050589,1248
