"","node","size","n.1","n.0","trt.effect","var","vname","cut","score","score.test","size.test","n11","n12","n21","n22","CATE","bias","N"
"2","11",9644,4880,4764,0.0122742632585924,NA,NA,NA,NA,NA,9644,498,4244,465,4409,0.00961479385967114,0.00265946939892131,9616
"387","12",11703,5804,5899,0.0748788268964509,NA,NA,NA,NA,NA,11703,1089,4872,642,5127,0.0714030171674909,0.00347580972896,11730
