"","node","size","n.1","n.0","trt.effect","var","vname","cut","score","score.test","size.test","n11","n12","n21","n22","CATE","bias","N"
"2","11",9631,4838,4793,0.0100506138076689,NA,NA,NA,NA,NA,9631,548,4236,496,4349,0.0121749139719257,0.00212430016425676,9629
"427","12",11717,5878,5839,0.0672913026713582,NA,NA,NA,NA,NA,11717,1103,4784,632,5197,0.0789385837924358,0.0116472811210776,11716
