"","node","size","n.1","n.0","trt.effect","var","vname","cut","score","score.test","size.test","n11","n12","n21","n22","CATE","bias","N"
"2","11",9621,4779,4842,0.0105083345584889,NA,NA,NA,NA,NA,9621,545,4298,484,4312,0.0116161223898296,0.0011077878313407,9639
"438","12111",9417,4757,4660,0.0831204703075928,NA,NA,NA,NA,NA,9417,806,3846,489,4211,0.0692162602220962,0.0139042100854966,9352
"794","121121",329,167,162,0.135876395357433,NA,NA,NA,NA,NA,329,28,152,11,149,0.0868055555555556,0.0490708398018777,340
"819","121122",21,9,12,0.805555555555555,NA,NA,NA,NA,NA,21,5,11,0,9,0.3125,0.493055555555555,25
"820","1212",262,117,145,-0.0343059239610964,NA,NA,NA,NA,NA,262,38,91,18,102,0.144573643410853,0.178879567371949,249
"847","122",1697,848,849,0.0332174922772629,NA,NA,NA,NA,NA,1697,195,695,136,715,0.0592891376965632,0.0260716454193003,1741
