"","node","size","n.1","n.0","trt.effect","var","vname","cut","score","score.test","size.test","n11","n12","n21","n22","CATE","bias","N"
"2","11",9595,4920,4675,0.078903960697361,NA,NA,NA,NA,NA,9595,772,3955,458,4386,0.0687671557371021,0.0101368049602589,9571
"437","12",11752,5845,5907,0.0225835494359898,NA,NA,NA,NA,NA,11752,808,5087,683,5197,0.0209088469993595,0.00167470243663026,11775
