"","node","size","n.1","n.0","trt.effect","var","vname","cut","score","score.test","size.test","n11","n12","n21","n22","CATE","bias","N"
"2","11",9574,4798,4776,0.0124449013163637,NA,NA,NA,NA,NA,9574,508,4316,465,4397,0.00966714487346622,0.00277775644289745,9686
"407","12",11772,5951,5821,0.0766065512802818,NA,NA,NA,NA,NA,11772,1069,4745,668,5179,0.069619906868349,0.00698664441193288,11661
