"","node","size","n.1","n.0","trt.effect","var","vname","cut","score","score.test","size.test","n11","n12","n21","n22","CATE","bias","N"
"2","11",9668,4791,4877,0.00413995604755293,NA,NA,NA,NA,NA,9668,555,4276,461,4300,0.0180546495926961,0.0139146935451431,9592
"405","12",11678,5865,5813,0.0721543813151256,NA,NA,NA,NA,NA,11678,1092,4808,650,5205,0.0740685203143771,0.00191413899925148,11755
