,age.30,age.60,workclass.Private,workclass.Self.emp,workclass.gov,education.num.9,Prof,white,Male,hours.50,hours.30,US,causal_effect,n11,n12,n21,n22,pi_1,pi_2,phi,bias,N
0,,,,,0.0,,,,,,,1.0,0.492513,2029,2030,2386,12356,0.4998768169499877,0.16185049518382852,0.3380263217661592,0.15448667823384077,18801
1,0.0,,0.0,0.0,1.0,,,0.0,1.0,,,,0.525253,57,45,40,135,0.5588235294117647,0.22857142857142856,0.3302521008403362,0.1950008991596638,277
2,0.0,,0.0,0.0,1.0,,,1.0,1.0,,,,0.634841,409,223,271,516,0.6471518987341772,0.3443456162642948,0.30280628246988245,0.33203471753011754,1419
3,,,,,0.0,,,,,0.0,1.0,0.0,0.156863,5,42,8,197,0.10638297872340426,0.03902439024390244,0.06735858847950182,0.08950441152049818,252
4,,,,,0.0,,,0.0,1.0,,0.0,0.0,0.511236,84,88,40,266,0.4883720930232558,0.13071895424836602,0.3576531387748898,0.15358286122511022,478
5,,,,,0.0,,,1.0,1.0,,0.0,0.0,0.502646,134,94,101,682,0.5877192982456141,0.12899106002554278,0.4587282382200713,0.04391776177992873,1011
6,,,,,0.0,,,,0.0,,0.0,0.0,0.296296,24,108,29,442,0.18181818181818182,0.06157112526539278,0.12024705655278904,0.17604894344721095,603
7,1.0,0.0,0.0,0.0,1.0,,,,,,,,0.104072,18,188,20,404,0.08737864077669903,0.04716981132075472,0.04020882945594431,0.06386317054405569,630
8,0.0,,0.0,0.0,1.0,,,,0.0,,,,0.320652,149,271,52,478,0.3547619047619048,0.09811320754716982,0.25664869721473493,0.06400330278526506,950
