,age.30,age.60,workclass.Private,workclass.Self.emp,workclass.gov,education.num.9,Prof,white,Male,hours.50,hours.30,US,causal_effect,n11,n12,n21,n22,pi_1,pi_2,phi,bias,N
0,0.0,,0.0,0.0,1.0,,,1.0,1.0,,,1.0,0.655172,360,217,262,510,0.6239168110918544,0.3393782383419689,0.2845385727498855,0.3706334272501145,1349
1,,,,,0.0,,,,,,,1.0,0.49317,2040,2047,2333,12528,0.4991436261316369,0.15698808963057667,0.34215553650106023,0.15101446349893977,18948
2,,,,,,,,,,0.0,1.0,0.0,0.085714,9,56,6,187,0.13846153846153847,0.031088082901554404,0.10737345555998407,0.021659455559984067,258
3,0.0,,0.0,0.0,1.0,,,0.0,1.0,,,1.0,0.457627,39,23,41,105,0.6290322580645161,0.2808219178082192,0.34821034025629694,0.10941665974370307,208
4,,,,,,,,0.0,1.0,,0.0,0.0,0.50495,116,108,53,260,0.5178571428571429,0.16932907348242812,0.3485280693747148,0.1564219306252852,537
5,,,,,,,,1.0,1.0,,0.0,0.0,0.531746,145,97,113,678,0.5991735537190083,0.14285714285714285,0.4563164108618654,0.07542958913813463,1033
6,,,,,,,,,0.0,,0.0,0.0,0.2375,40,120,28,445,0.25,0.05919661733615222,0.19080338266384778,0.04669661733615221,633
7,,,0.0,0.0,1.0,,,,0.0,,,1.0,0.304348,127,359,45,622,0.2613168724279835,0.06746626686656672,0.1938506055614168,0.1104973944385832,1153
8,1.0,0.0,0.0,0.0,1.0,,,,1.0,,,1.0,0.181818,5,74,21,202,0.06329113924050633,0.09417040358744394,-0.030879264346937607,0.21269726434693761,302
