,age.30,age.60,workclass.Private,workclass.Self.emp,workclass.gov,education.num.9,Prof,white,Male,hours.50,hours.30,US,causal_effect,n11,n12,n21,n22,pi_1,pi_2,phi,bias,N
0,,,0.0,0.0,1.0,,,,1.0,0.0,,,0.56196,391,330,283,799,0.5423023578363384,0.26155268022181144,0.28074967761452696,0.28121032238547305,1803
1,,,,,0.0,,,0.0,1.0,,,0.0,0.481283,87,103,45,268,0.45789473684210524,0.14376996805111822,0.31412476879098705,0.16715823120901296,503
2,,,0.0,0.0,1.0,,,,1.0,1.0,0.0,,0.654206,72,44,42,61,0.6206896551724138,0.4077669902912621,0.2129226648811517,0.44128333511884826,219
3,,,,,0.0,,,,,,,1.0,0.499403,2042,2102,2385,12376,0.49276061776061775,0.16157441907729828,0.33118619868331944,0.16821680131668054,18905
4,,,,,0.0,,,1.0,1.0,,,0.0,0.537118,110,104,95,739,0.514018691588785,0.11390887290167866,0.4001098186871063,0.13700818131289366,1048
5,,,,,0.0,,,,0.0,,,0.0,0.25,31,121,31,550,0.20394736842105263,0.05335628227194492,0.1505910861491077,0.09940891385089229,733
6,0.0,,0.0,0.0,1.0,,,1.0,0.0,,,,0.34891,108,213,48,329,0.3364485981308411,0.1273209549071618,0.2091276432236793,0.1397823567763207,698
7,0.0,,0.0,0.0,1.0,,,0.0,0.0,,,,0.38961,17,52,11,159,0.2463768115942029,0.06470588235294118,0.1816709292412617,0.2079390707587383,239
8,1.0,0.0,0.0,0.0,1.0,,,,0.0,,,,0.054054,9,99,4,161,0.08333333333333333,0.024242424242424242,0.05909090909090908,0.005036909090909085,273
