,mens,womens,newbie,conversion,recency_1,recency_10,recency_11,recency_12,recency_2,recency_3,recency_4,recency_5,recency_6,recency_7,recency_8,recency_9,recency_1.1,recency_2.1,recency_3.1,recency_4.1,recency_5.1,recency_6.1,recency_7.1,zip_code_Rural,zip_code_Surburban,zip_code_Urban,channel_Multichannel,channel_Phone,channel_Web,causal_effect,n11,n12,n21,n22,pi_1,pi_2,phi,bias,N
0,,1.0,1.0,0.0,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.246575,13,54,24,104,0.19402985074626866,0.1875,0.006529850746268662,0.24004514925373133,195
1,,1.0,,,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,0.0,,,,,,0.0,,,,,0.202353,241,1059,373,2115,0.1853846153846154,0.14991961414790997,0.03546500123670543,0.16688799876329458,3788
2,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,0.0,,,,0.0,0.0,1.0,0.112033,10,96,34,186,0.09433962264150944,0.15454545454545454,-0.0602058319039451,0.1722388319039451,326
3,1.0,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,0.211055,14,91,32,175,0.13333333333333333,0.15458937198067632,-0.02125603864734299,0.23231103864734298,312
4,,1.0,0.0,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.242537,31,113,46,195,0.2152777777777778,0.1908713692946058,0.024406408483171993,0.218130591516828,385
5,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,,,,,0.17551,14,96,45,224,0.12727272727272726,0.16728624535315986,-0.0400135180804326,0.2155235180804326,379
6,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,,,,,,,0.0,0.0,1.0,0.0,0.230769,6,57,14,109,0.09523809523809523,0.11382113821138211,-0.018583042973286876,0.2493520429732869,186
7,0.0,1.0,,,,0.0,,,0.0,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,0.178344,21,149,40,257,0.12352941176470589,0.13468013468013468,-0.01115072291542879,0.1894947229154288,467
8,,1.0,1.0,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.170732,11,80,25,153,0.12087912087912088,0.1404494382022472,-0.01957031732312632,0.1903023173231263,269
9,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,0.0,0.140845,13,119,29,252,0.09848484848484848,0.10320284697508897,-0.004717998490240488,0.14556299849024049,413
10,,1.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,1.0,0.0,,,,0.168919,19,119,57,281,0.13768115942028986,0.16863905325443787,-0.030957893834148015,0.19987689383414803,476
11,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,0.0,0.0,1.0,0.162393,16,100,28,189,0.13793103448275862,0.12903225806451613,0.008898776418242493,0.15349422358175752,333
12,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,0.0,,,,0.0,0.0,1.0,0.173913,11,69,18,114,0.1375,0.13636363636363635,0.0011363636363636576,0.17277663636363635,212
13,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,0.093023,10,108,23,237,0.0847457627118644,0.08846153846153847,-0.0037157757496740634,0.09673877574967406,378
14,1.0,0.0,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,0.123187,186,1793,446,3489,0.09398686205154118,0.1133418043202033,-0.01935494226866212,0.14254194226866213,5914
15,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,0.0,,,0.0,,,0.0,0.095541,6,91,30,157,0.061855670103092786,0.16042780748663102,-0.09857213738353823,0.19411313738353825,284
16,0.0,1.0,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.174242,25,112,33,197,0.18248175182481752,0.14347826086956522,0.039003490955252296,0.1352385090447477,367
17,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,0.0,0.0,1.0,,,0.0,0.084821,5,94,20,201,0.050505050505050504,0.09049773755656108,-0.03999268705151058,0.12481368705151058,320
