,mens,womens,newbie,conversion,recency_1,recency_10,recency_11,recency_12,recency_2,recency_3,recency_4,recency_5,recency_6,recency_7,recency_8,recency_9,recency_1.1,recency_2.1,recency_3.1,recency_4.1,recency_5.1,recency_6.1,recency_7.1,zip_code_Rural,zip_code_Surburban,zip_code_Urban,channel_Multichannel,channel_Phone,channel_Web,causal_effect,n11,n12,n21,n22,pi_1,pi_2,phi,bias,N
0,1.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,,,0.176085,196,1226,416,2257,0.13783403656821377,0.1556303778526001,-0.017796341284386313,0.1938813412843863,4095
1,0.0,1.0,1.0,,,,,,0.0,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.12605,18,113,26,244,0.13740458015267176,0.0962962962962963,0.041108283856375466,0.08494171614362453,401
2,0.0,1.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,,0.0,,,,,,,0.0,,,,0.169811,281,1132,380,2402,0.19886765746638357,0.1365923795830338,0.06227527788334977,0.10753572211665022,4195
3,1.0,1.0,0.0,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.299674,46,95,93,235,0.3262411347517731,0.28353658536585363,0.042704549385919444,0.25696945061408055,469
4,1.0,1.0,1.0,0.0,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,1.0,0.0,0.179487,20,58,35,105,0.2564102564102564,0.25,0.0064102564102563875,0.17307674358974362,218
5,1.0,1.0,1.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,0.0,,0.291667,38,68,47,129,0.3584905660377358,0.26704545454545453,0.0914451114922813,0.20022188850771871,282
6,0.0,1.0,1.0,,,,,,0.0,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.09375,16,96,18,201,0.14285714285714285,0.0821917808219178,0.060665362035225046,0.033084637964774954,331
7,0.0,1.0,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.211864,17,76,46,146,0.1827956989247312,0.23958333333333334,-0.056787634408602156,0.2686516344086022,285
8,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,,,,,,,0.0,,,,0.213675,22,94,22,211,0.1896551724137931,0.0944206008583691,0.09523457155542399,0.11844042844457602,349
9,0.0,1.0,0.0,,,,,,0.0,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.230769,14,87,32,156,0.13861386138613863,0.1702127659574468,-0.03159890457130818,0.2623679045713082,289
10,1.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.158621,13,104,34,204,0.1111111111111111,0.14285714285714285,-0.031746031746031744,0.19036703174603176,355
11,1.0,1.0,1.0,,,,,,,,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,,0.0,,0.207407,25,81,53,199,0.2358490566037736,0.21031746031746032,0.02553159628631327,0.18187540371368674,358
12,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,0.0,,,,0.145669,17,105,23,236,0.13934426229508196,0.0888030888030888,0.05054117349199315,0.09512782650800684,381
13,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.228261,13,82,19,147,0.1368421052631579,0.1144578313253012,0.022384273937856705,0.2058767260621433,261
14,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,,,,,0.148649,7,67,22,148,0.0945945945945946,0.12941176470588237,-0.034817170111287765,0.18346617011128777,244
15,1.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.188172,38,174,83,308,0.1792452830188679,0.21227621483375958,-0.03303093181489167,0.22120293181489167,603
16,1.0,,1.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,0.26,42,123,70,237,0.2545454545454545,0.2280130293159609,0.026532425229493617,0.2334675747705064,472
17,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,,,0.0,,,,0.098361,5,93,12,137,0.05102040816326531,0.08053691275167785,-0.02951650458841254,0.12787750458841254,247
18,1.0,,1.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,,,0.235294,26,89,52,199,0.22608695652173913,0.20717131474103587,0.018915641780703263,0.21637835821929674,366
19,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,0.216981,15,92,24,220,0.14018691588785046,0.09836065573770492,0.04182626015014554,0.17515473984985447,351
