,mens,womens,newbie,conversion,recency_1,recency_10,recency_11,recency_12,recency_2,recency_3,recency_4,recency_5,recency_6,recency_7,recency_8,recency_9,recency_1.1,recency_2.1,recency_3.1,recency_4.1,recency_5.1,recency_6.1,recency_7.1,zip_code_Rural,zip_code_Surburban,zip_code_Urban,channel_Multichannel,channel_Phone,channel_Web,causal_effect,n11,n12,n21,n22,pi_1,pi_2,phi,bias,N
0,1.0,0.0,0.0,,0.0,,,,,0.0,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.18,12,123,25,201,0.08888888888888889,0.11061946902654868,-0.021730580137659786,0.20173058013765977,361
1,1.0,1.0,1.0,,0.0,,,,,0.0,,,,,,0.0,0.0,0.0,,,0.0,,,,,,0.0,0.0,1.0,0.289157,21,71,44,140,0.22826086956521738,0.2391304347826087,-0.010869565217391325,0.30002656521739135,276
2,1.0,,1.0,,0.0,,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0,1.0,0.0,0.193548,18,101,32,183,0.15126050420168066,0.14883720930232558,0.002423294899355083,0.19112470510064491,334
3,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,,0.0,0.0,1.0,0.305195,16,49,28,108,0.24615384615384617,0.20588235294117646,0.04027149321266971,0.2649235067873303,201
4,0.0,1.0,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,0.0,,,,,,,,,0.205698,316,1744,485,3630,0.1533980582524272,0.11786148238153099,0.0355365758708962,0.1701614241291038,6175
5,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,1.0,,0.0,,0.209677,16,72,34,163,0.18181818181818182,0.17258883248730963,0.009229349330872189,0.2004476506691278,285
6,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,0.0,,0.0,,0.0,,0.0,0.0,1.0,0.172414,15,103,41,217,0.1271186440677966,0.15891472868217055,-0.03179608461437394,0.20421008461437395,376
7,1.0,1.0,,,0.0,,,,,0.0,,,,,,,0.0,0.0,,,0.0,,,0.0,1.0,0.0,,,0.0,0.278912,35,113,85,264,0.23648648648648649,0.24355300859598855,-0.007066522109502066,0.28597852210950203,497
8,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.306931,28,89,55,170,0.23931623931623933,0.24444444444444444,-0.00512820512820511,0.3120592051282051,342
9,1.0,,,,0.0,0.0,,,,0.0,,,,,,,0.0,,,,0.0,,,,0.0,,,,0.0,0.159688,83,591,229,1132,0.12314540059347182,0.16825863335782512,-0.045113232764353306,0.2048012327643533,2035
10,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,,0.179487,43,192,76,354,0.1829787234042553,0.17674418604651163,0.00623453735774368,0.17325246264225633,665
11,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0,0.086957,10,75,19,143,0.11764705882352941,0.11728395061728394,0.000363108206245466,0.08659389179375454,247
12,1.0,1.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.241935,16,54,38,112,0.22857142857142856,0.25333333333333335,-0.02476190476190479,0.2666969047619048,220
13,1.0,1.0,1.0,,0.0,,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,1.0,0.0,0.0,0.261194,23,50,22,87,0.3150684931506849,0.2018348623853211,0.1132336307653638,0.14796036923463618,182
14,1.0,0.0,0.0,,0.0,,,,,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,,0.0,0.0,1.0,0.165925,123,673,266,1313,0.15452261306532664,0.16846105129829006,-0.013938438232963424,0.1798634382329634,2375
15,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,0.0,1.0,0.0,0.208333,19,73,23,151,0.20652173913043478,0.13218390804597702,0.07433783108445777,0.13399516891554222,266
16,0.0,1.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,0.0,0.0,0.0,1.0,0.138462,12,52,20,131,0.1875,0.13245033112582782,0.055049668874172175,0.08341233112582783,215
17,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,1.0,0.0,0.089744,16,51,21,106,0.23880597014925373,0.16535433070866143,0.0734516394405923,0.016292360559407706,194
18,1.0,0.0,,,0.0,0.0,,,,0.0,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,0.0,0.095238,23,349,83,627,0.06182795698924731,0.11690140845070422,-0.05507345146145691,0.1503114514614569,1082
19,1.0,0.0,1.0,,0.0,,,,,0.0,,,,,,0.0,,,,,0.0,,,,,,0.0,0.0,1.0,0.096875,66,612,148,1156,0.09734513274336283,0.11349693251533742,-0.01615179977197459,0.11302679977197459,1982
