,mens,womens,newbie,conversion,recency_1,recency_10,recency_11,recency_12,recency_2,recency_3,recency_4,recency_5,recency_6,recency_7,recency_8,recency_9,recency_1.1,recency_2.1,recency_3.1,recency_4.1,recency_5.1,recency_6.1,recency_7.1,zip_code_Rural,zip_code_Surburban,zip_code_Urban,channel_Multichannel,channel_Phone,channel_Web,causal_effect,n11,n12,n21,n22,pi_1,pi_2,phi,bias,N
0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.25,10,44,30,118,0.18518518518518517,0.20270270270270271,-0.01751751751751754,0.2675175175175175,202
1,,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,,0.0,1.0,0.0,0.285714,14,72,17,122,0.16279069767441862,0.1223021582733813,0.04048853940103732,0.24522546059896272,225
2,0.0,1.0,,,,,,,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,,,,0.0,1.0,0.0,0.142857,201,1195,306,2428,0.14398280802292263,0.1119239209948793,0.032058887028043326,0.11079811297195669,4130
3,,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,1.0,0.333333,5,45,25,100,0.1,0.2,-0.1,0.43333299999999997,175
4,1.0,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,0.188525,9,103,35,230,0.08035714285714286,0.1320754716981132,-0.05171832884097034,0.24024332884097033,377
5,1.0,0.0,,,0.0,,,,0.0,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.121253,36,341,81,631,0.09549071618037135,0.11376404494382023,-0.01827332876344888,0.1395263287634489,1089
6,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,,0.0,1.0,0.0,0.223684,7,78,34,145,0.08235294117647059,0.18994413407821228,-0.1075911929017417,0.3312751929017417,264
7,1.0,0.0,,,0.0,,,,0.0,,,,,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.153086,30,193,58,360,0.13452914798206278,0.13875598086124402,-0.0042268328791812415,0.15731283287918124,641
8,,1.0,,,,,,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.197034,81,388,173,755,0.17270788912579957,0.18642241379310345,-0.013714524667303885,0.21074852466730387,1397
9,0.0,1.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.2,14,66,23,142,0.175,0.1393939393939394,0.035606060606060586,0.16439393939393943,245
10,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,0.125,12,69,22,129,0.14814814814814814,0.1456953642384106,0.0024527839097375492,0.12254721609026245,232
11,,1.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,,0.0,0.213768,28,103,49,199,0.21374045801526717,0.1975806451612903,0.016159812853976857,0.19760818714602316,379
12,1.0,0.0,,,,,,,0.0,,,,,0.0,,,0.0,,,,,,,,,,,,0.0,0.171429,27,166,78,283,0.13989637305699482,0.21606648199445982,-0.07617010893746501,0.247599108937465,554
13,1.0,0.0,0.0,,,,,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.193548,8,84,37,145,0.08695652173913043,0.2032967032967033,-0.11634018155757286,0.30988818155757286,274
14,,,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,0.0,,0.172414,23,135,62,239,0.14556962025316456,0.2059800664451827,-0.06041044619201816,0.23282444619201817,459
15,1.0,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,1.0,0.0,,0.0,,0.162393,16,88,32,185,0.15384615384615385,0.14746543778801843,0.006380716058135422,0.1560122839418646,321
16,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,0.216867,19,79,34,146,0.19387755102040816,0.18888888888888888,0.0049886621315192725,0.21187833786848073,278
17,,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,1.0,0.0,,,,0.191011,11,67,24,119,0.14102564102564102,0.16783216783216784,-0.026806526806526815,0.2178175268065268,221
18,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,,,,,0.0,0.0,1.0,,,,0.106145,11,86,19,161,0.1134020618556701,0.10555555555555556,0.007846506300114547,0.09829849369988546,277
19,,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,,,,,0.175824,17,57,36,158,0.22972972972972974,0.18556701030927836,0.044162719420451385,0.13166128057954862,268
20,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,0.238095,15,55,24,127,0.21428571428571427,0.15894039735099338,0.05534531693472089,0.1827496830652791,221
21,,1.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,0.0,,,,0.0,0.181034,26,102,43,194,0.203125,0.18143459915611815,0.021690400843881852,0.15934359915611815,365
22,,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.155844,9,57,34,101,0.13636363636363635,0.2518518518518518,-0.11548821548821547,0.2713322154882155,201
23,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0.0,1.0,0.203297,16,79,42,151,0.16842105263157894,0.21761658031088082,-0.04919552767930188,0.25249252767930186,288
24,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.237762,14,50,24,110,0.21875,0.1791044776119403,0.03964552238805971,0.1981164776119403,198
25,1.0,0.0,,,0.0,,,,0.0,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.097297,28,342,46,630,0.07567567567567568,0.06804733727810651,0.00762833839756917,0.08966866160243082,1046
26,1.0,0.0,,,0.0,,,0.0,0.0,,,,,0.0,,,,0.0,,,,,,0.0,,,0.0,,,0.126082,170,1544,439,3094,0.09918319719953325,0.12425700537786584,-0.025073808178332588,0.15115580817833257,5247
27,1.0,1.0,,,,,,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,0.0,,,,0.0,1.0,0.0,0.222222,49,171,105,308,0.22272727272727272,0.2542372881355932,-0.03151001540832049,0.25373201540832047,633
