,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,causal_effect,n11,n12,n21,n22,pi_1,pi_2,phi,bias,N
23,1.0,0.0,1.0,1.0,0.0,1.0,,0.0,0.0,1.0,0.0,1.0,0.125794,125,748,25,134,0.143184421534937,0.15723270440251572,-0.014048282867578726,0.13984228286757872,1032
24,,0.0,1.0,,1.0,1.0,,0.0,,1.0,1.0,1.0,0.191646,105,303,11,51,0.25735294117647056,0.1774193548387097,0.07993358633776088,0.11171241366223914,470
25,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.086207,9,275,3,57,0.03169014084507042,0.05,-0.01830985915492958,0.10451685915492959,344
26,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.026328,41,2201,9,389,0.018287243532560213,0.022613065326633167,-0.004325821794072954,0.030653821794072954,2640
27,1.0,,,1.0,,0.0,0.0,1.0,1.0,0.0,,1.0,0.010811,4,859,1,148,0.004634994206257242,0.006711409395973154,-0.002076415189715912,0.012887415189715912,1012
28,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.014085,7,418,0,69,0.01647058823529412,0.0,0.01647058823529412,0.0023855882352941185,494
29,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.015137,85,5530,15,985,0.015138023152270703,0.015,0.000138023152270704,0.014998976847729295,6615
30,0.0,0.0,1.0,1.0,,1.0,1.0,0.0,1.0,0.0,,1.0,0.004869,40,7552,6,1375,0.005268703898840885,0.004344677769732078,0.0009240261291088066,0.003944973870891193,8973
31,,,1.0,0.0,,,,0.0,1.0,0.0,,1.0,0.020438,17,661,1,121,0.025073746312684365,0.00819672131147541,0.016877025001208953,0.003560974998791048,800
32,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.001444,20,15250,4,2857,0.0013097576948264572,0.0013981125480601187,-8.835485323366158e-05,0.0015323548532336616,18131
