,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,causal_effect,n11,n12,n21,n22,pi_1,pi_2,phi,bias,N
0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.348333,213,389,35,67,0.3538205980066445,0.3431372549019608,0.010683343104683718,0.3376496568953163,704
1,,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.275654,683,1866,80,328,0.26794821498626914,0.19607843137254902,0.07186978361372012,0.2037842163862799,2957
2,,,0.0,,,0.0,,,,1.0,,,0.462025,514,576,52,106,0.47155963302752296,0.3291139240506329,0.14244570897689007,0.31957929102310995,1248
3,,0.0,,,1.0,1.0,,0.0,,1.0,,0.0,0.41954,434,532,62,76,0.4492753623188406,0.4492753623188406,0.0,0.41954,1104
4,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.243894,713,2197,118,421,0.24501718213058418,0.2189239332096475,0.026093248920936674,0.21780075107906333,3449
5,,,1.0,,,0.0,,,,1.0,,,0.205318,156,497,18,65,0.23889739663093415,0.21686746987951808,0.022029926751416073,0.18328807324858393,736
6,,0.0,0.0,,1.0,1.0,,0.0,0.0,1.0,1.0,1.0,0.502128,345,374,61,69,0.47983310152990266,0.46923076923076923,0.010602332299133432,0.4915256677008666,849
7,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.287879,106,290,15,50,0.2676767676767677,0.23076923076923078,0.0369075369075369,0.2509714630924631,461
8,1.0,0.0,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,,1.0,0.023474,27,1404,5,262,0.018867924528301886,0.018726591760299626,0.00014133276800225997,0.02333266723199774,1698
9,0.0,,1.0,,,0.0,,1.0,0.0,0.0,,1.0,0.103524,35,366,1,63,0.08728179551122195,0.015625,0.07165679551122195,0.031867204488778056,465
10,1.0,0.0,1.0,1.0,,1.0,0.0,0.0,1.0,0.0,,1.0,0.01459,13,869,5,190,0.01473922902494331,0.02564102564102564,-0.01090179661608233,0.025491796616082328,1077
11,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.00704,17,2852,2,505,0.0059254095503659815,0.0039447731755424065,0.001980636374823575,0.005059363625176425,3376
12,,,,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.004098,1,481,0,85,0.002074688796680498,0.0,0.002074688796680498,0.002023311203319502,567
13,1.0,0.0,1.0,1.0,,1.0,1.0,0.0,1.0,0.0,,1.0,0.012422,8,864,3,153,0.009174311926605505,0.019230769230769232,-0.010056457304163727,0.02247845730416373,1028
14,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.009146,2,356,1,71,0.00558659217877095,0.013888888888888888,-0.008302296710117937,0.01744829671011794,430
15,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.078638,194,2264,34,435,0.07892595606183889,0.07249466950959488,0.006431286552244009,0.07220671344775599,2927
16,,,1.0,0.0,,,,0.0,0.0,0.0,,1.0,0.052998,106,1820,10,289,0.055036344755970926,0.033444816053511704,0.02159152870245922,0.03140647129754078,2225
17,1.0,,1.0,,,0.0,,1.0,0.0,0.0,,1.0,0.036232,20,479,1,88,0.04008016032064128,0.011235955056179775,0.028844205264461506,0.007387794735538494,588
18,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.071611,30,387,2,57,0.07194244604316546,0.03389830508474576,0.0380441409584197,0.03356685904158029,476
19,,,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,1.0,0.00187,5,2552,0,459,0.0019554165037152915,0.0,0.0019554165037152915,8.541650371529153e-05,3016
20,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.040359,11,270,5,32,0.03914590747330961,0.13513513513513514,-0.09598922766182554,0.13634822766182553,318
21,,,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.0,1.0,0.000974,7,21746,2,3845,0.00032179469498459985,0.0005198856251624642,-0.00019809093017786436,0.0011720909301778644,25600
22,,0.0,,,0.0,1.0,,0.0,1.0,1.0,0.0,1.0,0.018732,57,3447,6,680,0.016267123287671232,0.008746355685131196,0.007520767602540036,0.011211232397459962,4190
