,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,causal_effect,n11,n12,n21,n22,pi_1,pi_2,phi,bias,N
0,,,0.0,0.0,0.0,,,0.0,,1.0,0.0,1.0,0.324791,635,1286,79,215,0.3305570015616866,0.2687074829931973,0.0618495185684893,0.2629414814315107,2215
1,,,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.152513,164,955,13,170,0.14655942806076855,0.07103825136612021,0.07552117669464833,0.07699182330535168,1302
2,,,,,1.0,,,0.0,,1.0,,0.0,0.43712,411,563,78,91,0.4219712525667351,0.46153846153846156,-0.03956720897172644,0.47668720897172645,1143
3,,,0.0,,,0.0,,1.0,,1.0,0.0,,0.393258,270,380,20,81,0.4153846153846154,0.19801980198019803,0.21736481340441738,0.17589318659558262,751
4,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.011488,13,1847,2,365,0.006989247311827957,0.005449591280653951,0.0015396560311740064,0.009948343968825994,2227
5,,,,,1.0,,,0.0,,1.0,1.0,1.0,0.400356,434,687,61,121,0.3871543264942016,0.33516483516483514,0.05198949132936648,0.3483665086706335,1303
6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.366957,211,416,34,78,0.3365231259968102,0.30357142857142855,0.032951697425381676,0.3340053025746183,739
7,,,,,1.0,0.0,,1.0,0.0,1.0,1.0,,0.487759,286,253,26,44,0.5306122448979592,0.37142857142857144,0.15918367346938778,0.3285753265306122,609
8,,,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.0,1.0,0.001046,14,21628,0,3857,0.0006468903058867018,0.0,0.0006468903058867018,0.00039910969411329823,25499
9,1.0,,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.001625,16,15360,4,2783,0.001040582726326743,0.0014352350197344816,-0.00039465229340773854,0.0020196522934077385,18163
10,,,1.0,1.0,,0.0,,1.0,,0.0,,1.0,0.026906,19,636,2,123,0.02900763358778626,0.016,0.013007633587786258,0.013898366412213741,780
11,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,1.0,0.044944,15,432,4,85,0.03355704697986577,0.0449438202247191,-0.011386773244853328,0.056330773244853326,536
