,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,causal_effect,n11,n12,n21,n22,pi_1,pi_2,phi,bias,N
12,,,1.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,1.0,0.0798,26,383,1,58,0.06356968215158924,0.01694915254237288,0.046620529609216366,0.03317947039078363,468
13,,0.0,0.0,1.0,0.0,1.0,,0.0,1.0,1.0,0.0,1.0,0.018717,23,1171,3,214,0.019262981574539362,0.013824884792626729,0.0054380967819126335,0.013278903218087367,1411
14,,0.0,1.0,0.0,0.0,1.0,,0.0,1.0,1.0,0.0,1.0,0.026756,4,278,2,57,0.014184397163120567,0.03389830508474576,-0.019713907921625196,0.0464699079216252,341
15,,,0.0,,0.0,0.0,,1.0,1.0,0.0,0.0,1.0,0.002727,5,1475,2,267,0.0033783783783783786,0.007434944237918215,-0.004056565859539837,0.006783565859539837,1749
16,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,0.0,1.0,0.08045,188,2250,35,420,0.0771123872026251,0.07692307692307693,0.00018931027954817436,0.08026068972045182,2893
17,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.243563,722,2222,114,411,0.2452445652173913,0.21714285714285714,0.02810170807453416,0.21546129192546584,3469
18,1.0,0.0,1.0,1.0,0.0,1.0,,0.0,,1.0,0.0,1.0,0.129897,108,855,24,148,0.11214953271028037,0.13953488372093023,-0.027385351010649858,0.15728235101064986,1135
19,,,1.0,,0.0,0.0,,1.0,,1.0,0.0,1.0,0.188679,114,434,10,68,0.20802919708029197,0.1282051282051282,0.07982406887516377,0.10885493112483624,626
20,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.001304,5,2348,0,414,0.0021249468763280916,0.0,0.0021249468763280916,0.0008209468763280916,2767
21,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,1.0,0.008547,2,614,0,109,0.003246753246753247,0.0,0.003246753246753247,0.005300246753246754,725
22,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.012346,10,859,3,152,0.011507479861910242,0.01935483870967742,-0.007847358847767178,0.020193358847767177,1024
23,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.004518,43,7497,5,1422,0.005702917771883289,0.00350385423966363,0.002199063532219659,0.002318936467780341,8967
24,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.015087,84,5547,16,1004,0.014917421417155035,0.01568627450980392,-0.0007688530926488867,0.015855853092648885,6651
25,1.0,0.0,1.0,1.0,,1.0,0.0,0.0,,0.0,,1.0,0.020938,73,3220,19,597,0.022168235651381717,0.030844155844155844,-0.008675920192774127,0.029613920192774125,3909
26,,,1.0,0.0,,0.0,,1.0,,0.0,,1.0,0.074313,54,550,5,93,0.08940397350993377,0.05102040816326531,0.038383565346668466,0.03592943465333154,702
27,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.022878,14,1295,5,212,0.0106951871657754,0.02304147465437788,-0.01234628748860248,0.03522428748860248,1526
28,,,1.0,0.0,,,,0.0,1.0,0.0,,1.0,0.02149,16,649,1,142,0.02406015037593985,0.006993006993006993,0.01706714338293286,0.00442285661706714,808
29,,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,,1.0,0.058259,91,1420,11,217,0.060225016545334215,0.04824561403508772,0.011979402510246498,0.0462795974897535,1739
30,,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,,1.0,0.027397,13,338,2,57,0.037037037037037035,0.03389830508474576,0.0031387319522912724,0.02425826804770873,410
31,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.006469,19,2896,0,498,0.006518010291595197,0.0,0.006518010291595197,4.9010291595197146e-05,3413
