,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,causal_effect,n11,n12,n21,n22,pi_1,pi_2,phi,bias,N
0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,1.0,0.0,1.0,0.327893,202,410,37,73,0.3300653594771242,0.33636363636363636,-0.0062982768865121885,0.3341912768865122,722
1,,,0.0,0.0,0.0,,,0.0,,1.0,0.0,1.0,0.329952,638,1322,78,212,0.32551020408163267,0.2689655172413793,0.05654468684025338,0.27340731315974665,2250
2,,,,,1.0,,,0.0,,1.0,,0.0,0.430328,422,562,66,82,0.42886178861788615,0.44594594594594594,-0.01708415732805979,0.4474121573280598,1132
3,,,0.0,,,0.0,,1.0,,1.0,,,0.467105,507,569,41,91,0.4711895910780669,0.3106060606060606,0.1605835304720063,0.3065214695279937,1208
4,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.246969,709,2222,112,407,0.24189696349368817,0.21579961464354527,0.026097348850142893,0.2208716511498571,3450
5,,,,,1.0,,,0.0,,1.0,1.0,1.0,0.412193,431,715,66,125,0.3760907504363002,0.34554973821989526,0.030541012216404928,0.38165198778359505,1337
6,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.02381,8,844,1,169,0.009389671361502348,0.0058823529411764705,0.003507318420325877,0.020302681579674124,1022
7,1.0,,,1.0,,0.0,0.0,1.0,1.0,0.0,,1.0,0.01676,5,838,0,155,0.005931198102016607,0.0,0.005931198102016607,0.010828801897983393,998
8,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.002882,4,335,1,58,0.011799410029498525,0.01694915254237288,-0.005149742512874356,0.008031742512874356,398
9,,0.0,1.0,,0.0,1.0,,0.0,1.0,1.0,0.0,1.0,0.011038,39,2267,3,445,0.016912402428447527,0.006696428571428571,0.010215973857018956,0.0008220261429810437,2754
10,,,1.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,1.0,0.059382,33,356,2,65,0.08483290488431877,0.029850746268656716,0.05498215861566205,0.004399841384337945,456
11,0.0,,,1.0,0.0,,1.0,0.0,1.0,0.0,0.0,1.0,0.005206,38,7538,5,1377,0.00501583949313622,0.00361794500723589,0.0013978944859003297,0.00380810551409967,8958
12,,,1.0,0.0,,0.0,,1.0,0.0,0.0,,1.0,0.103226,42,437,3,64,0.08768267223382047,0.04477611940298507,0.042906552830835394,0.060319447169164604,546
13,1.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,1.0,1.0,0.044776,12,337,4,50,0.034383954154727794,0.07407407407407407,-0.039690119919346276,0.08446611991934627,403
14,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.022321,27,1348,5,221,0.019636363636363636,0.022123893805309734,-0.0024875301689460984,0.0248085301689461,1601
15,,,1.0,1.0,,0.0,,1.0,0.0,0.0,,1.0,0.042222,13,499,1,81,0.025390625,0.012195121951219513,0.013195503048780487,0.029026496951219515,594
16,,,,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.00464,1,447,0,62,0.002232142857142857,0.0,0.002232142857142857,0.002407857142857143,510
17,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.018987,8,841,2,157,0.009422850412249705,0.012578616352201259,-0.0031557659399515537,0.022142765939951556,1008
18,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.192771,79,424,13,77,0.15705765407554673,0.14444444444444443,0.012613209631102296,0.1801577903688977,593
19,,,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.154537,168,992,16,176,0.14482758620689656,0.08333333333333333,0.061494252873563235,0.09304274712643677,1352
20,,,1.0,,,0.0,,1.0,,1.0,,,0.213622,157,514,18,75,0.23397913561847988,0.1935483870967742,0.040430748521705695,0.1731912514782943,764
21,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.01518,84,5518,15,988,0.014994644769725098,0.014955134596211365,3.951017351373244e-05,0.015140489826486268,6605
22,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.002551,2,2299,0,431,0.000869187309865276,0.0,0.000869187309865276,0.0016818126901347239,2732
23,,0.0,1.0,0.0,,1.0,,0.0,0.0,0.0,,1.0,0.051337,109,1815,11,288,0.056652806652806656,0.03678929765886288,0.019863508993943776,0.031473491006056224,2223
24,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.000686,13,21433,2,3926,0.0006061736454350461,0.0005091649694501018,9.700867598494433e-05,0.0005889913240150556,25374
25,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.006983,18,2970,1,492,0.006024096385542169,0.002028397565922921,0.003995698819619248,0.0029873011803807515,3481
26,,,1.0,0.0,,,,0.0,1.0,0.0,,1.0,0.024745,14,662,1,119,0.020710059171597635,0.008333333333333333,0.012376725838264302,0.012368274161735698,796
27,1.0,,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.001043,25,15391,6,2835,0.001621691748832382,0.0021119324181626186,-0.0004902406693302367,0.0015332406693302368,18257
