,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,causal_effect,n11,n12,n21,n22,pi_1,pi_2,phi,bias,N
0,1.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.22114,179,577,22,108,0.23677248677248677,0.16923076923076924,0.06754171754171753,0.15359828245828247,886
1,,,1.0,0.0,,0.0,0.0,,0.0,0.0,,1.0,0.084071,52,425,3,72,0.1090146750524109,0.04,0.0690146750524109,0.0150563249475891,552
2,,,0.0,,0.0,0.0,,1.0,,1.0,0.0,1.0,0.393798,275,415,17,73,0.39855072463768115,0.18888888888888888,0.20966183574879227,0.1841361642512077,780
3,,,,,1.0,,,0.0,0.0,1.0,1.0,1.0,0.395722,431,667,61,121,0.3925318761384335,0.33516483516483514,0.05736704097359835,0.33835495902640167,1280
4,,,,,1.0,,,0.0,,1.0,,0.0,0.422078,416,523,70,90,0.443024494142705,0.4375,0.005524494142705005,0.416553505857295,1099
5,,,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,1.0,0.360465,621,1193,65,202,0.34233737596471886,0.24344569288389514,0.09889168308082372,0.2615733169191763,2081
6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.366501,201,398,26,71,0.335559265442404,0.26804123711340205,0.06751802832900194,0.2989829716709981,696
7,,,0.0,,1.0,0.0,,1.0,0.0,1.0,,,0.579572,231,153,30,26,0.6015625,0.5357142857142857,0.0658482142857143,0.5137237857142857,440
8,0.0,,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,1.0,0.007125,17,3172,2,512,0.00533082470994042,0.0038910505836575876,0.0014397741262828327,0.0056852258737171675,3703
9,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.017544,10,905,2,144,0.01092896174863388,0.0136986301369863,-0.002769668388352421,0.02031366838835242,1061
10,,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,,1.0,0.065046,83,1467,11,229,0.053548387096774196,0.04583333333333333,0.007715053763440866,0.05733094623655914,1790
11,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,1.0,0.095238,12,349,2,83,0.0332409972299169,0.023529411764705882,0.009711585465211017,0.08552641453478899,446
12,,,1.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,1.0,0.077889,27,385,3,60,0.06553398058252427,0.047619047619047616,0.017914932963476654,0.059974067036523346,475
13,,0.0,,,0.0,1.0,,0.0,1.0,1.0,0.0,1.0,0.017682,50,3431,8,686,0.014363688595231256,0.011527377521613832,0.002836311073617424,0.014845688926382576,4175
14,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.180723,66,433,14,76,0.13226452905811623,0.15555555555555556,-0.023291026497439332,0.20401402649743933,589
15,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.159212,767,4189,130,775,0.15476190476190477,0.143646408839779,0.011115495922125768,0.14809650407787422,5861
