,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,causal_effect,n11,n12,n21,n22,pi_1,pi_2,phi,bias,N
0,1.0,0.0,1.0,1.0,0.0,1.0,,0.0,1.0,0.0,0.0,1.0,0.015625,20,1735,5,330,0.011396011396011397,0.014925373134328358,-0.0035293617383169613,0.01915436173831696,2090
1,,,0.0,,0.0,,,0.0,0.0,1.0,0.0,1.0,0.286537,1593,3754,204,671,0.29792406957172246,0.23314285714285715,0.06478121242886531,0.22175578757113468,6222
2,,,,,1.0,,,,,1.0,,0.0,0.4801,576,707,87,108,0.4489477786438036,0.4461538461538462,0.002793932489957407,0.4773060675100426,1478
3,,,0.0,,,0.0,,1.0,,1.0,,1.0,0.422434,366,508,25,90,0.41876430205949655,0.21739130434782608,0.20137299771167047,0.2210610022883295,989
4,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2,282,0,47,0.007042253521126761,0.0,0.007042253521126761,0.007042253521126761,331
5,,,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.146959,166,923,15,187,0.15243342516069788,0.07425742574257425,0.07817599941812363,0.06878300058187638,1291
6,,,1.0,,,0.0,,1.0,,1.0,,1.0,0.200669,146,472,12,73,0.23624595469255663,0.1411764705882353,0.09506948410432134,0.10559951589567865,703
7,,,,,1.0,,,0.0,0.0,1.0,1.0,1.0,0.40279,422,676,64,117,0.3843351548269581,0.35359116022099446,0.030743994605963665,0.3720460053940363,1279
8,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,1.0,0.040541,12,362,5,69,0.03208556149732621,0.06756756756756757,-0.035482006070241365,0.07602300607024137,448
9,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.000459,18,21485,3,3865,0.0008370924987211087,0.0007755946225439503,6.149787617715837e-05,0.0003975021238228416,25371
10,,,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,0.0,1.0,0.081132,237,2488,37,470,0.08697247706422018,0.07297830374753451,0.013994173316685662,0.06713782668331433,3232
11,,,1.0,0.0,,0.0,,1.0,0.0,0.0,,1.0,0.102174,43,441,2,66,0.08884297520661157,0.029411764705882353,0.05943121050072921,0.04274278949927079,552
12,0.0,,,1.0,0.0,,1.0,,1.0,0.0,0.0,1.0,0.004729,41,7710,5,1389,0.00528964004644562,0.003586800573888092,0.001702839472557528,0.0030261605274424716,9145
13,1.0,,1.0,1.0,0.0,0.0,,1.0,,0.0,0.0,1.0,0.022184,16,494,1,94,0.03137254901960784,0.010526315789473684,0.02084623323013416,0.0013377667698658384,605
14,,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.007279,19,3222,2,545,0.005862388151804999,0.003656307129798903,0.0022060810220060957,0.005072918977993904,3788
15,,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,,1.0,0.044776,14,357,1,64,0.03773584905660377,0.015384615384615385,0.022351233671988387,0.022424766328011617,436
16,,,,,0.0,,,0.0,1.0,1.0,0.0,1.0,0.018072,51,3485,7,709,0.014423076923076924,0.009776536312849162,0.004646540610227762,0.01342545938977224,4252
17,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.139265,74,419,19,64,0.15010141987829614,0.2289156626506024,-0.07881424277230625,0.21807924277230625,576
18,,,1.0,0.0,,,0.0,0.0,0.0,0.0,,1.0,0.056505,96,1455,9,236,0.061895551257253385,0.036734693877551024,0.02516085737970236,0.03134414262029764,1796
19,0.0,0.0,1.0,1.0,0.0,,1.0,,0.0,0.0,0.0,1.0,0.015595,82,5587,15,1020,0.014464632210266361,0.014492753623188406,-2.8121412922044522e-05,0.015623121412922044,6704
20,1.0,0.0,1.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.025641,71,3444,11,592,0.020199146514935987,0.01824212271973466,0.001957023795201327,0.023683976204798673,4118
21,,,1.0,0.0,,,,0.0,1.0,0.0,,1.0,0.015873,20,650,2,127,0.029850746268656716,0.015503875968992248,0.014346870299664468,0.0015261297003355337,799
22,,,,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.016701,5,485,0,73,0.01020408163265306,0.0,0.01020408163265306,0.00649691836734694,563
23,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,1.0,0.005348,4,980,1,189,0.0040650406504065045,0.005263157894736842,-0.0011981172443303375,0.006546117244330338,1174
24,,,1.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,1.0,0.0725,29,381,5,68,0.07073170731707316,0.0684931506849315,0.002238556632141661,0.07026144336785833,483
25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.00173,4,2337,0,378,0.0017086715079026058,0.0,0.0017086715079026058,2.132849209739423e-05,2719
26,1.0,0.0,1.0,1.0,1.0,,,,,0.0,1.0,1.0,0.049296,14,410,4,75,0.0330188679245283,0.05063291139240506,-0.01761404346787676,0.06691004346787677,503
27,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.001444,19,15503,5,2826,0.001224069063265043,0.0017661603673613563,-0.0005420913040963132,0.001986091304096313,18353
