,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,causal_effect,n11,n12,n21,n22,pi_1,pi_2,phi,bias,N
0,,,0.0,,0.0,,,0.0,0.0,1.0,0.0,1.0,0.301449,1525,3854,200,710,0.2835099460866332,0.21978021978021978,0.06372972630641344,0.23771927369358659,6289
1,,,1.0,0.0,,,,0.0,,0.0,,1.0,0.045402,118,2440,14,409,0.046129788897576234,0.03309692671394799,0.013032862183628244,0.032369137816371754,2981
2,,1.0,0.0,,,0.0,,1.0,,1.0,,1.0,0.386819,135,208,13,44,0.3935860058309038,0.22807017543859648,0.16551583039230733,0.2213031696076927,400
3,,0.0,0.0,,,0.0,,1.0,,1.0,,1.0,0.43513,232,287,16,51,0.44701348747591524,0.23880597014925373,0.2082075173266615,0.2269224826733385,586
4,,,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,6,1017,2,181,0.005865102639296188,0.01092896174863388,-0.005063859109337692,0.005063859109337692,1206
5,1.0,,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.001774,21,15383,3,2811,0.0013632822643469228,0.0010660980810234541,0.00029718418332346863,0.0014768158166765313,18218
6,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.151515,74,452,14,60,0.14068441064638784,0.1891891891891892,-0.04850477854280136,0.20001977854280137,600
7,,,,,1.0,,,,,1.0,,0.0,0.466561,569,664,86,102,0.46147607461476076,0.4574468085106383,0.004029266104122464,0.46253173389587754,1421
8,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.026667,19,1328,4,221,0.014105419450631032,0.017777777777777778,-0.003672358327146746,0.030339358327146744,1572
9,,,,,1.0,,,0.0,,1.0,1.0,1.0,0.393857,448,690,66,111,0.3936731107205624,0.3728813559322034,0.020791754788358985,0.37306524521164103,1315
10,,,1.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,1.0,0.0625,37,391,2,73,0.08644859813084112,0.02666666666666667,0.059781931464174445,0.0027180685358255546,503
11,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.000741,12,21694,2,3777,0.0005528425320187966,0.0005292405398253506,2.360199219344605e-05,0.000717398007806554,25485
12,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.092593,6,301,3,61,0.019543973941368076,0.046875,-0.027331026058631924,0.11992402605863192,371
13,,,1.0,0.0,,0.0,,1.0,,0.0,,1.0,0.086179,47,561,3,100,0.07730263157894737,0.02912621359223301,0.04817641798671436,0.03800258201328564,711
14,,0.0,,,0.0,1.0,,0.0,1.0,1.0,0.0,1.0,0.014472,68,3518,9,680,0.018962632459564976,0.013062409288824383,0.005900223170740593,0.008571776829259407,4275
15,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.00115,7,2616,0,482,0.002668699961875715,0.0,0.002668699961875715,0.001518699961875715,3105
16,0.0,,,1.0,,,1.0,0.0,1.0,0.0,,1.0,0.005391,36,7552,4,1359,0.004744333157617291,0.00293470286133529,0.0018096302962820007,0.0035813697037179993,8951
17,1.0,0.0,1.0,1.0,,1.0,1.0,0.0,1.0,0.0,,1.0,0.018072,9,857,2,149,0.010392609699769052,0.013245033112582781,-0.002852423412813729,0.020924423412813732,1017
18,1.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,1.0,1.0,0.074074,12,331,3,61,0.03498542274052478,0.046875,-0.011889577259475217,0.08596357725947522,407
19,,,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,0.0,1.0,0.087114,219,2513,39,447,0.0801610541727672,0.08024691358024691,-8.585940747971033e-05,0.08719985940747971,3218
20,,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.006217,23,3298,1,537,0.006925624811803674,0.0018587360594795538,0.00506688875232412,0.0011501112476758803,3859
21,,,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.144493,176,962,16,176,0.1546572934973638,0.08333333333333333,0.07132396016403046,0.07316903983596955,1330
22,1.0,0.0,1.0,1.0,,1.0,0.0,0.0,1.0,0.0,,1.0,0.015012,13,894,3,162,0.014332965821389196,0.01818181818181818,-0.003848852360428985,0.018860852360428983,1072
23,,,0.0,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.002331,2,429,0,63,0.004640371229698376,0.0,0.004640371229698376,0.0023093712296983755,494
24,,,1.0,,,0.0,,1.0,,1.0,,1.0,0.22294,128,469,9,77,0.21440536013400335,0.10465116279069768,0.10975419734330567,0.11318580265669433,683
25,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.015579,85,5492,15,1015,0.015241169087322934,0.014563106796116505,0.0006780622912064289,0.014900937708793572,6607
26,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.022594,48,2146,9,364,0.02187784867821331,0.024128686327077747,-0.0022508376488644365,0.024844837648864436,2567
27,,,1.0,1.0,,0.0,,1.0,,0.0,,1.0,0.029586,17,631,2,107,0.026234567901234566,0.01834862385321101,0.007885944048023556,0.021700055951976445,757
