,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,causal_effect,n11,n12,n21,n22,pi_1,pi_2,phi,bias,N
0,,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.368989,698,1237,91,209,0.3607235142118863,0.30333333333333334,0.057390180878552965,0.31159881912144705,2235
1,,0.0,1.0,0.0,,,,,0.0,0.0,,1.0,0.067382,125,2148,14,362,0.05499340079190497,0.03723404255319149,0.017759358238713482,0.049622641761286515,2649
2,,1.0,0.0,,,0.0,,,,,,,0.33675,225,464,27,70,0.3265602322206096,0.27835051546391754,0.048209716756692056,0.28854028324330794,786
3,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.249384,813,2482,117,467,0.24673748103186646,0.20034246575342465,0.04639501527844181,0.20298898472155819,3879
4,,0.0,,,1.0,1.0,,0.0,0.0,1.0,1.0,1.0,0.398936,451,676,60,121,0.40017746228926354,0.3314917127071823,0.06868574958208123,0.3302502504179188,1308
5,,0.0,,,1.0,1.0,,0.0,,1.0,,0.0,0.452703,427,574,68,96,0.42657342657342656,0.4146341463414634,0.011939280231963167,0.44076371976803685,1165
6,,0.0,0.0,,,0.0,,1.0,,1.0,,,0.45234,310,315,19,56,0.496,0.25333333333333335,0.24266666666666664,0.20967333333333338,700
7,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2,276,0,52,0.007194244604316547,0.0,0.007194244604316547,0.007194244604316547,330
8,,1.0,1.0,,,0.0,,,,,,,0.170667,71,325,5,48,0.17929292929292928,0.09433962264150944,0.08495330665141984,0.08571369334858017,449
9,,0.0,1.0,,,0.0,,1.0,,1.0,,,0.235294,88,285,9,48,0.2359249329758713,0.15789473684210525,0.07803019613376605,0.15726380386623395,430
10,0.0,0.0,,1.0,0.0,,1.0,,,0.0,0.0,1.0,0.009764,115,13062,22,2377,0.008727327919860363,0.00917048770320967,-0.00044315978334930756,0.010207159783349308,15576
11,1.0,0.0,1.0,1.0,1.0,,0.0,,,0.0,1.0,1.0,0.055556,14,323,4,64,0.04154302670623145,0.058823529411764705,-0.017280502705533253,0.07283650270553325,405
12,0.0,0.0,0.0,0.0,0.0,,1.0,,1.0,0.0,0.0,1.0,0.001295,5,2335,0,429,0.002136752136752137,0.0,0.002136752136752137,0.000841752136752137,2769
13,,0.0,1.0,0.0,,,,,1.0,0.0,,1.0,0.02402,19,783,2,136,0.02369077306733167,0.014492753623188406,0.009198019444143264,0.014821980555856736,940
14,,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,1.0,0.007725,18,3390,1,611,0.00528169014084507,0.0016339869281045752,0.003647703212740495,0.004077296787259505,4020
15,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.027149,26,1253,4,225,0.020328381548084442,0.017467248908296942,0.0028611326397874996,0.0242878673602125,1508
16,,0.0,1.0,1.0,1.0,,1.0,,,0.0,1.0,1.0,0.044776,9,438,5,90,0.020134228187919462,0.05263157894736842,-0.032497350759448956,0.07727335075944897,542
17,1.0,0.0,,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,1.0,0.014493,8,1146,0,231,0.006932409012131715,0.0,0.006932409012131715,0.007560590987868285,1385
18,,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.0,1.0,0.127974,199,1317,17,249,0.1312664907651715,0.06390977443609022,0.06735671632908127,0.06061728367091873,1782
19,1.0,0.0,1.0,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.03794,10,394,1,69,0.024752475247524754,0.014285714285714285,0.010466760961810468,0.02747323903818953,474
20,1.0,0.0,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.002159,32,16285,7,3014,0.0019611448182876756,0.0023171135385633896,-0.000355968720275714,0.002514968720275714,19338
21,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.025357,43,2195,8,385,0.019213583556747096,0.020356234096692113,-0.0011426505399450178,0.02649965053994502,2631
22,1.0,0.0,1.0,1.0,0.0,1.0,,0.0,,1.0,0.0,1.0,0.122093,115,795,19,138,0.12637362637362637,0.12101910828025478,0.005354518093371591,0.1167384819066284,1067
23,1.0,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.001284,24,22606,4,4100,0.0010605391073795847,0.0009746588693957114,8.588023798387326e-05,0.0011981197620161267,26734
24,,0.0,0.0,,0.0,1.0,,0.0,1.0,1.0,0.0,1.0,0.024291,31,1256,5,227,0.024087024087024088,0.021551724137931036,0.002535299949093052,0.021755700050906948,1519
25,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,1.0,0.0,1.0,0.050547,198,4033,33,772,0.04679744741195935,0.040993788819875775,0.005803658592083573,0.04474334140791643,5036
26,,0.0,1.0,0.0,0.0,1.0,,0.0,1.0,1.0,0.0,1.0,0.032258,6,277,1,59,0.02120141342756184,0.016666666666666666,0.0045347467608951725,0.02772325323910483,343
