,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,causal_effect,n11,n12,n21,n22,pi_1,pi_2,phi,bias,N
0,,,0.0,1.0,0.0,,,,0.0,1.0,0.0,1.0,0.264714,966,2679,148,495,0.2650205761316872,0.2301710730948678,0.03484950303681941,0.2298644969631806,4288
1,,,0.0,0.0,0.0,,,,,1.0,0.0,1.0,0.34056,850,1558,102,280,0.35299003322259137,0.2670157068062827,0.08597432641630864,0.25458567358369133,2790
2,,,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.158904,166,1012,17,165,0.14091680814940577,0.09340659340659341,0.04751021474281236,0.11139378525718763,1360
3,,,,0.0,1.0,,,,0.0,1.0,1.0,1.0,0.444615,321,380,42,62,0.4579172610556348,0.40384615384615385,0.05407110720948094,0.39054389279051904,805
4,,,,1.0,1.0,,,,,1.0,,,0.386139,476,806,80,129,0.3712948517940718,0.3827751196172249,-0.01148026782315309,0.3976192678231531,1491
5,,,,0.0,1.0,,,,,1.0,,0.0,0.514245,377,378,46,60,0.49933774834437084,0.4339622641509434,0.06537548419342742,0.4488695158065725,861
6,,,1.0,0.0,0.0,,1.0,,0.0,1.0,0.0,1.0,0.064133,32,381,3,74,0.0774818401937046,0.03896103896103896,0.038520801232665644,0.02561219876733435,490
7,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.003436,1,286,0,36,0.003484320557491289,0.0,0.003484320557491289,4.832055749128938e-05,323
8,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.008403,2,327,1,65,0.0060790273556231,0.015151515151515152,-0.00907248779589205,0.01747548779589205,395
9,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.005571,22,2958,0,506,0.00738255033557047,0.0,0.00738255033557047,0.0018115503355704693,3486
10,,,,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,1.0,0.011673,7,448,1,74,0.015384615384615385,0.013333333333333334,0.0020512820512820513,0.009621717948717948,530
11,1.0,0.0,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,,1.0,0.033981,61,2362,10,443,0.025175402393726783,0.02207505518763797,0.0031003472060888125,0.030880652793911185,2876
12,,,1.0,0.0,,,,0.0,,0.0,,1.0,0.043002,126,2473,13,422,0.048480184686417856,0.029885057471264367,0.018595127215153488,0.02440687278484651,3034
13,,,1.0,1.0,,0.0,,1.0,0.0,0.0,,1.0,0.030238,18,481,0,71,0.036072144288577156,0.0,0.036072144288577156,0.005834144288577155,570
14,1.0,,1.0,1.0,0.0,,1.0,,0.0,1.0,0.0,1.0,0.110145,42,284,5,48,0.12883435582822086,0.09433962264150944,0.034494733186711424,0.07565026681328858,379
15,,,1.0,0.0,,0.0,,1.0,0.0,0.0,,1.0,0.108108,38,425,2,58,0.08207343412526998,0.03333333333333333,0.04874010079193664,0.05936789920806335,523
16,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.000872,6,2353,0,418,0.002543450614667232,0.0,0.002543450614667232,0.0016714506146672321,2777
17,,,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,0.009694,26,1997,2,388,0.012852199703410776,0.005128205128205128,0.0077239945752056475,0.001970005424794352,2413
18,,,,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.002252,2,433,0,82,0.004597701149425287,0.0,0.004597701149425287,0.002345701149425287,517
19,1.0,0.0,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,,1.0,0.02834,24,1334,3,230,0.017673048600883652,0.012875536480686695,0.004797512120196957,0.023542487879803044,1591
20,1.0,,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.001779,21,15346,3,2818,0.0013665647166005077,0.0010634526763559022,0.0003031120402446055,0.0014758879597553945,18188
21,0.0,,,1.0,0.0,,1.0,0.0,1.0,0.0,0.0,1.0,0.004246,45,7485,5,1366,0.00597609561752988,0.0036469730123997084,0.002329122605130172,0.0019168773948698278,8901
22,0.0,,1.0,1.0,0.0,,1.0,,0.0,1.0,0.0,1.0,0.09633,185,2156,28,455,0.07902605724049551,0.057971014492753624,0.021055042747741885,0.0752749572522581,2824
23,1.0,0.0,1.0,1.0,0.0,,0.0,,0.0,1.0,0.0,1.0,0.153846,96,499,17,79,0.16134453781512606,0.17708333333333334,-0.015738795518207283,0.1695847955182073,691
24,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.218085,84,264,3,47,0.2413793103448276,0.06,0.1813793103448276,0.0367056896551724,398
25,,,1.0,0.0,0.0,,,,1.0,1.0,0.0,1.0,0.022508,11,327,2,64,0.03254437869822485,0.030303030303030304,0.002241348395194548,0.020266651604805452,404
26,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,1.0,0.033241,8,361,6,57,0.02168021680216802,0.09523809523809523,-0.0735578784359272,0.1067988784359272,432
27,,,0.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,0.021525,20,1194,2,207,0.016474464579901153,0.009569377990430622,0.006905086589470531,0.014619913410529468,1423
28,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.000599,15,21607,3,3775,0.0006937378595874572,0.0007940709370037057,-0.00010033307741624841,0.0006993330774162484,25400
29,1.0,,,1.0,,0.0,0.0,1.0,1.0,0.0,,1.0,0.00578,6,876,2,159,0.006802721088435374,0.012422360248447204,-0.00561963916001183,0.01139963916001183,1043
30,1.0,0.0,1.0,1.0,,1.0,,0.0,1.0,0.0,,1.0,0.018349,18,1722,4,329,0.010344827586206896,0.012012012012012012,-0.0016671844258051155,0.020016184425805116,2073
31,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.015432,83,5609,17,1015,0.014581869290231905,0.016472868217054265,-0.0018909989268223598,0.01732299892682236,6724
