,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,causal_effect,n11,n12,n21,n22,pi_1,pi_2,phi,bias,N
0,,,,,0.0,,0.0,0.0,,1.0,0.0,1.0,0.251443,978,3072,129,494,0.2414814814814815,0.20706260032102727,0.03441888116045422,0.2170241188395458,4673
1,1.0,0.0,0.0,,0.0,1.0,1.0,0.0,,1.0,0.0,1.0,0.303462,131,312,28,51,0.29571106094808125,0.35443037974683544,-0.058719318798754194,0.3621813187987542,522
2,,,1.0,0.0,,0.0,,,0.0,0.0,,1.0,0.084034,50,419,3,66,0.10660980810234541,0.043478260869565216,0.0631315472327802,0.020902452767219803,538
3,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.000415,19,21606,4,3887,0.0008786127167630058,0.0010280133641737343,-0.0001494006474107285,0.0005644006474107285,25516
4,0.0,,0.0,,0.0,,1.0,0.0,0.0,1.0,0.0,1.0,0.235582,671,2145,111,424,0.23828125,0.20747663551401868,0.03080461448598132,0.2047773855140187,3351
5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.012739,12,869,3,157,0.01362088535754824,0.01875,-0.005129114642451759,0.01786811464245176,1041
6,,,,,1.0,,,0.0,,1.0,,,0.418173,847,1256,146,184,0.4027579648121731,0.44242424242424244,-0.03966627761206937,0.4578392776120694,2433
7,,,1.0,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.044601,5,365,0,69,0.013513513513513514,0.0,0.013513513513513514,0.031087486486486487,439
8,,,0.0,,,0.0,,1.0,,1.0,0.0,,0.403202,273,402,21,78,0.40444444444444444,0.21212121212121213,0.1923232323232323,0.2108787676767677,774
9,,,,,1.0,0.0,,1.0,0.0,1.0,1.0,,0.51619,274,271,30,44,0.5027522935779817,0.40540540540540543,0.09734688817257625,0.4188431118274238,619
