,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,causal_effect,n11,n12,n21,n22,pi_1,pi_2,phi,bias,N
0,,,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,1.0,0.354494,610,1144,77,201,0.34777651083238315,0.27697841726618705,0.0707980935661961,0.2836959064338039,2032
1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,1.0,0.0,1.0,0.122867,82,498,17,77,0.1413793103448276,0.18085106382978725,-0.039471753484959654,0.16233875348495966,674
2,,,0.0,,,0.0,,1.0,,1.0,,,0.454545,509,542,41,94,0.48430066603235017,0.3037037037037037,0.18059696232864647,0.2739480376713535,1186
3,,,0.0,1.0,0.0,,,0.0,0.0,1.0,0.0,1.0,0.258989,922,2538,137,482,0.26647398843930636,0.22132471728594508,0.04514927115336129,0.21383972884663874,4079
4,1.0,0.0,1.0,1.0,0.0,,1.0,,0.0,0.0,0.0,1.0,0.03125,22,1369,3,235,0.015815959741193385,0.012605042016806723,0.0032109177243866624,0.028039082275613338,1629
5,,,,,1.0,,,0.0,,1.0,,0.0,0.410678,442,544,75,85,0.4482758620689655,0.46875,-0.020474137931034475,0.43115213793103446,1146
6,,0.0,,0.0,0.0,1.0,,0.0,1.0,1.0,0.0,1.0,0.07,20,431,2,80,0.04434589800443459,0.024390243902439025,0.019955654101995568,0.05004434589800444,533
7,,,,,1.0,,,0.0,,1.0,1.0,1.0,0.383525,451,665,69,114,0.40412186379928317,0.3770491803278688,0.02707268347141434,0.35645231652858567,1299
8,0.0,,1.0,0.0,,,0.0,,1.0,0.0,,1.0,0.027833,18,529,2,95,0.03290676416819013,0.020618556701030927,0.012288207467159199,0.015544792532840801,644
9,,,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,1.0,0.0,3,369,0,55,0.008064516129032258,0.0,0.008064516129032258,0.008064516129032258,427
10,0.0,,1.0,1.0,0.0,,1.0,,0.0,0.0,0.0,1.0,0.014065,89,5509,19,974,0.015898535191139693,0.019133937562940583,-0.0032354023718008905,0.017300402371800888,6591
11,0.0,,1.0,1.0,0.0,,1.0,0.0,,1.0,0.0,1.0,0.048091,211,4072,35,803,0.0492645342049965,0.041766109785202864,0.007498424419793634,0.04059257558020637,5121
12,1.0,0.0,1.0,1.0,1.0,,,,,0.0,1.0,1.0,0.04878,16,397,3,67,0.0387409200968523,0.04285714285714286,-0.0041162227602905554,0.05289622276029055,483
