,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,causal_effect,n11,n12,n21,n22,pi_1,pi_2,phi,bias,N
13,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.000766,13,21682,1,3764,0.0005992164093109011,0.0002656042496679947,0.00033361215964290643,0.00043238784035709354,25460
14,,,,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.004484,1,434,0,93,0.0022988505747126436,0.0,0.0022988505747126436,0.0021851494252873565,528
15,1.0,,1.0,1.0,0.0,,0.0,,0.0,0.0,0.0,1.0,0.02291,60,2433,10,416,0.024067388688327317,0.023474178403755867,0.00059321028457145,0.02231678971542855,2919
16,0.0,,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,,1.0,0.091346,44,362,3,48,0.10837438423645321,0.058823529411764705,0.0495508548246885,0.04179514517531149,457
17,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,1.0,0.0,1.0,0.079692,49,329,6,61,0.12962962962962962,0.08955223880597014,0.04007739082365948,0.03961460917634052,445
18,,0.0,0.0,1.0,0.0,1.0,,0.0,1.0,1.0,0.0,1.0,0.018771,22,1122,4,208,0.019230769230769232,0.018867924528301886,0.00036284470246734576,0.018408155297532654,1356
19,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.005671,35,7624,2,1373,0.004569787178482831,0.0014545454545454545,0.003115241723937376,0.0025557582760626237,9034
20,1.0,,1.0,0.0,,,0.0,,,0.0,,1.0,0.039216,14,338,1,47,0.03977272727272727,0.020833333333333332,0.01893939393939394,0.02027660606060606,400
21,,,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.143612,177,961,14,156,0.1555360281195079,0.08235294117647059,0.07318308694303731,0.07042891305696268,1308
22,,,1.0,,,0.0,,1.0,,1.0,,,0.230994,137,496,12,80,0.21642969984202212,0.13043478260869565,0.08599491723332647,0.14499908276667353,725
23,,,1.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,1.0,0.064103,34,361,1,60,0.08607594936708861,0.01639344262295082,0.06968250674413778,0.005579506744137791,456
24,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.007709,18,3269,2,543,0.005476118040766657,0.003669724770642202,0.0018063932701244548,0.005902606729875545,3832
25,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.019585,9,891,3,171,0.01,0.017241379310344827,-0.007241379310344827,0.02682637931034483,1074
26,0.0,,1.0,0.0,,,0.0,0.0,0.0,0.0,,1.0,0.066616,81,1267,9,190,0.06008902077151335,0.04522613065326633,0.01486289011824702,0.051753109881752975,1547
27,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.002317,4,2636,0,514,0.0015151515151515152,0.0,0.0015151515151515152,0.0008018484848484849,3154
28,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,1.0,0.075,13,372,2,66,0.033766233766233764,0.029411764705882353,0.004354469060351411,0.0706455309396486,453
29,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.001174,23,15404,7,2832,0.0014908925909120374,0.0024656569214512153,-0.000974764330539178,0.0021487643305391777,18266
30,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.011442,8,889,4,154,0.008918617614269788,0.02531645569620253,-0.016397838081932743,0.027839838081932744,1055
31,,,1.0,0.0,,,1.0,,,0.0,,1.0,0.034783,13,535,1,103,0.023722627737226276,0.009615384615384616,0.01410724312184166,0.02067575687815834,652
32,1.0,,,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.017241,5,871,0,159,0.005707762557077625,0.0,0.005707762557077625,0.011533237442922374,1035
