,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,causal_effect,n11,n12,n21,n22,pi_1,pi_2,phi,bias,N
0,,,,0.0,0.0,,,0.0,0.0,1.0,0.0,1.0,0.251224,818,2531,85,441,0.244252015527023,0.16159695817490494,0.08265505735211806,0.16856894264788194,3875
1,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.259785,672,2259,110,421,0.2292732855680655,0.2071563088512241,0.022116976716841402,0.23766802328315859,3462
2,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,0.0,1.0,0.087146,181,2177,29,427,0.07675996607294318,0.06359649122807018,0.013163474844873,0.073982525155127,2814
3,,,,,,0.0,,1.0,,1.0,,,0.380165,655,1108,67,192,0.37152580828133863,0.25868725868725867,0.11283854959407996,0.26732645040592,2022
4,,,,0.0,1.0,,,0.0,0.0,1.0,1.0,1.0,0.439394,192,229,26,42,0.45605700712589076,0.38235294117647056,0.0737040659494202,0.3656899340505798,489
5,,,,,1.0,,,0.0,,1.0,,0.0,0.443709,413,569,68,95,0.42057026476578413,0.4171779141104294,0.0033923506553547034,0.4403166493446453,1145
6,1.0,0.0,1.0,1.0,0.0,1.0,,0.0,,1.0,0.0,1.0,0.116564,126,852,21,145,0.12883435582822086,0.12650602409638553,0.0023283317318353314,0.11423566826816467,1144
7,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.357843,203,387,27,73,0.3440677966101695,0.27,0.07406779661016949,0.28377520338983053,690
8,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.001162,23,15248,5,2874,0.001506122716259577,0.0017367141368530739,-0.00023059142059349692,0.001392591420593497,18150
9,,0.0,,1.0,1.0,1.0,,0.0,0.0,1.0,1.0,1.0,0.372881,272,435,38,79,0.38472418670438474,0.3247863247863248,0.05993786191805994,0.3129431380819401,824
10,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.008681,13,2959,1,497,0.004374158815612382,0.002008032128514056,0.002366126687098326,0.006314873312901674,3470
11,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.023611,47,2200,10,372,0.02091677792612372,0.02617801047120419,-0.005261232545080468,0.028872232545080468,2629
12,,0.0,,0.0,0.0,1.0,,0.0,1.0,1.0,0.0,1.0,0.043956,11,433,5,86,0.024774774774774775,0.054945054945054944,-0.03017028017028017,0.07412628017028017,535
13,,0.0,0.0,1.0,0.0,1.0,,0.0,1.0,1.0,0.0,1.0,0.021331,19,1125,1,219,0.016608391608391608,0.004545454545454545,0.012062937062937063,0.009268062937062936,1364
14,1.0,,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.01875,5,820,0,174,0.006060606060606061,0.0,0.006060606060606061,0.012689393939393938,999
15,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.026549,26,1326,4,220,0.019230769230769232,0.017857142857142856,0.0013736263736263757,0.025175373626373624,1576
16,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.013393,14,858,3,159,0.016055045871559634,0.018518518518518517,-0.0024634726469588836,0.015856472646958886,1034
17,1.0,0.0,1.0,0.0,,1.0,,0.0,0.0,0.0,,1.0,0.04,11,277,1,37,0.03819444444444445,0.02631578947368421,0.011878654970760238,0.028121345029239762,326
18,1.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,1.0,1.0,0.080645,11,329,2,59,0.03235294117647059,0.03278688524590164,-0.0004339440694310498,0.08107894406943104,401
19,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,1.0,0.009709,4,625,0,123,0.006359300476947536,0.0,0.006359300476947536,0.0033496995230524644,752
20,0.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,,1.0,0.035714,13,278,1,46,0.044673539518900345,0.02127659574468085,0.023396943774219494,0.012317056225780509,338
