,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,causal_effect,n11,n12,n21,n22,pi_1,pi_2,phi,bias,N
0,,0.0,0.0,,0.0,1.0,0.0,0.0,,1.0,0.0,1.0,0.347826,735,1390,97,211,0.3458823529411765,0.31493506493506496,0.030947288006111517,0.3168787119938885,2433
1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,1.0,0.0,1.0,0.144231,75,504,14,76,0.12953367875647667,0.15555555555555556,-0.026021876799078886,0.17025287679907888,669
2,,,0.0,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3,388,0,78,0.0076726342710997444,0.0,0.0076726342710997444,0.0076726342710997444,469
3,,0.0,,,1.0,1.0,,0.0,,1.0,,0.0,0.42236,427,545,67,84,0.43930041152263377,0.44370860927152317,-0.0044081977488893975,0.4267681977488894,1123
4,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.219916,720,2112,103,419,0.2542372881355932,0.19731800766283525,0.05691928047275796,0.16299671952724204,3354
5,,,1.0,0.0,,,,0.0,1.0,0.0,,1.0,0.019787,18,688,1,116,0.025495750708215296,0.008547008547008548,0.01694874216120675,0.0028382578387932504,823
6,,0.0,,,1.0,1.0,,0.0,,1.0,1.0,1.0,0.411556,419,695,71,113,0.3761220825852783,0.3858695652173913,-0.009747482632113003,0.421303482632113,1298
7,1.0,0.0,1.0,,0.0,1.0,1.0,0.0,,1.0,0.0,1.0,0.105788,37,420,6,79,0.08096280087527352,0.07058823529411765,0.010374565581155876,0.09541343441884412,542
8,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.019231,19,1293,6,220,0.014481707317073171,0.02654867256637168,-0.01206696524929851,0.03129796524929851,1538
9,,,0.0,,0.0,0.0,,,,1.0,0.0,1.0,0.383164,277,408,14,82,0.4043795620437956,0.14583333333333334,0.2585462287104623,0.12461777128953772,781
10,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,1.0,0.029412,11,331,6,74,0.03216374269005848,0.075,-0.04283625730994152,0.07224825730994153,422
11,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.003378,1,281,0,44,0.0035460992907801418,0.0,0.0035460992907801418,0.00016809929078014183,326
12,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.013812,92,5598,18,1021,0.01616871704745167,0.017324350336862367,-0.0011556332894106965,0.014967633289410696,6729
13,1.0,,0.0,1.0,0.0,,,0.0,1.0,0.0,0.0,1.0,0.001046,35,37028,5,6616,0.0009443380190486469,0.0007551729346020238,0.00018916508444662302,0.000856834915553377,43684
14,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.009009,2,351,1,58,0.0056657223796034,0.01694915254237288,-0.011283430162769482,0.020292430162769482,412
15,0.0,0.0,1.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.075808,225,2580,41,475,0.08021390374331551,0.07945736434108527,0.0007565394022302357,0.07505146059776976,3321
16,,,1.0,0.0,,0.0,,1.0,0.0,0.0,,1.0,0.092827,46,424,4,71,0.09787234042553192,0.05333333333333334,0.04453900709219858,0.048287992907801426,545
17,0.0,,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,1.0,0.003397,28,5178,1,910,0.005378409527468306,0.0010976948408342481,0.0042807146866340575,0.0008837146866340576,6117
18,,,0.0,,1.0,0.0,,,0.0,1.0,,,0.624685,236,189,25,26,0.5552941176470588,0.49019607843137253,0.0650980392156863,0.5595869607843138,476
19,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.017964,7,890,2,148,0.007803790412486065,0.013333333333333334,-0.005529542920847269,0.02349354292084727,1047
20,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.026178,51,2109,7,388,0.02361111111111111,0.017721518987341773,0.005889592123769338,0.020288407876230662,2555
