"","age.30","age.60","workclass.Private","workclass.Self.emp","workclass.gov","education.num.12","education.num.9","Prof","white","Male","hours.50","hours.30","US","class","leaf_index","n11","n12","n21","n22","pi_1","pi_2","phi","causal_effect_model","bias","N"
"1",1,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,4,9,97,2,176,0.0849056603773585,0.0112359550561798,0.0736697053211787,0.023857579050872,0.0498121262703067,284
"2",0,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,0,NA,6,12,14,7,27,0.461538461538462,0.205882352941176,0.255656108597285,-0.01,0.265656108597285,60
"3",0,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,1,NA,7,125,247,49,478,0.336021505376344,0.0929791271347249,0.243042378241619,0.228365653789383,0.0146767244522366,899
"4",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,0,NA,9,50,44,21,40,0.531914893617021,0.344262295081967,0.187652598535054,0.277777777777778,0.0901251792427237,155
"5",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,10,413,324,312,837,0.560379918588874,0.27154046997389,0.288839448614983,0.288452607639366,0.000386840975617808,1886
"6",NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,13,117,140,50,466,0.455252918287938,0.0968992248062016,0.358353693481736,0.24399460979611,0.114359083685627,773
"7",NA,NA,NA,NA,0,NA,NA,NA,1,0,NA,NA,0,NA,15,22,63,26,344,0.258823529411765,0.0702702702702703,0.188553259141494,0.151086956521739,0.0374663026197553,455
"8",NA,NA,NA,NA,0,NA,NA,NA,1,1,NA,NA,0,NA,16,114,113,115,744,0.502202643171806,0.133876600698487,0.36832604247332,0.433134514882981,0.0648084724096616,1086
"9",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,17,2061,2093,2322,12346,0.496148290804044,0.158303790564494,0.33784450023955,0.334748224684669,0.00309627555488157,18822
