"","age.30","age.60","workclass.Private","workclass.Self.emp","workclass.gov","education.num.12","education.num.9","Prof","white","Male","hours.50","hours.30","US","class","leaf_index","n11","n12","n21","n22","pi_1","pi_2","phi","causal_effect_model","bias","N"
"1",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,4,2,19,2,20,0.0952380952380952,0.0909090909090909,0.00432900432900432,-0.0873655913978495,0.0916945957268538,43
"2",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,5,15,155,23,351,0.0882352941176471,0.0614973262032086,0.0267379679144385,0.0381022165231727,0.0113642486087342,544
"3",0,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,7,129,266,75,511,0.326582278481013,0.127986348122867,0.198595930358146,0.2645160362847,0.0659201059265539,981
"4",0,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,8,427,266,301,643,0.616161616161616,0.31885593220339,0.297305683958226,0.306047181693849,0.00874149773562244,1637
"5",NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,11,92,144,49,450,0.389830508474576,0.0981963927855711,0.291634115689005,0.305950666482537,0.0143165507935322,735
"6",NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,1,0,NA,13,5,22,4,130,0.185185185185185,0.0298507462686567,0.155334438916528,0.0144230769230769,0.140911361993452,161
"7",NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,0,0,NA,14,131,138,121,953,0.486988847583643,0.112662942271881,0.374325905311762,0.355599946283489,0.0187259590282734,1343
"8",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,15,2107,2135,2354,12381,0.496699669966997,0.159755683746183,0.336943986220814,0.335619731914601,0.00132425430621286,18977
