"","age.30","age.60","workclass.Private","workclass.Self.emp","workclass.gov","education.num.12","education.num.9","Prof","white","Male","hours.50","hours.30","US","class","leaf_index","n11","n12","n21","n22","pi_1","pi_2","phi","causal_effect_model","bias","N"
"1",1,0,0,0,1,NA,NA,NA,NA,NA,1,0,NA,NA,4,3,17,2,14,0.15,0.125,0.025,-0.217592592592593,0.242592592592593,36
"2",1,0,0,0,1,NA,NA,0,NA,NA,0,NA,NA,NA,6,2,39,18,305,0.0487804878048781,0.0557275541795666,-0.00694706637468851,-0.000447427293064878,0.00649963908162363,364
"3",1,0,0,0,1,NA,NA,1,NA,NA,0,NA,NA,NA,7,12,127,10,83,0.0863309352517986,0.10752688172043,-0.0211959464686315,0.110815939278937,0.132011885747569,232
"4",0,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,590,547,380,1150,0.518909410729991,0.248366013071895,0.270543397658096,0.286690149969717,0.016146752311621,2667
"5",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,10,2062,2080,2302,12407,0.497827136648962,0.156502821401863,0.341324315247099,0.331277490047002,0.0100468252000975,18851
"6",NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,12,32,109,27,545,0.226950354609929,0.0472027972027972,0.179747557407132,0.172414879208794,0.00733267819833791,713
"7",NA,NA,0,NA,0,NA,NA,NA,0,1,NA,NA,0,NA,15,27,23,15,35,0.54,0.3,0.24,0.310243902439024,0.0702439024390243,100
"8",NA,NA,1,0,0,NA,NA,NA,0,1,NA,NA,0,NA,16,57,72,37,214,0.441860465116279,0.147410358565737,0.294450106550542,0.378127019292901,0.0836769127423593,380
"9",NA,NA,NA,NA,0,NA,NA,NA,1,1,NA,NA,0,NA,17,114,115,110,739,0.497816593886463,0.129564193168433,0.368252400718029,0.433650523930898,0.0653981232128683,1078
