"","age.30","age.60","workclass.Private","workclass.Self.emp","workclass.gov","education.num.12","education.num.9","Prof","white","Male","hours.50","hours.30","US","class","leaf_index","n11","n12","n21","n22","pi_1","pi_2","phi","causal_effect_model","bias","N"
"1",1,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,4,6,110,6,164,0.0517241379310345,0.0352941176470588,0.0164300202839757,0.0817920485979281,0.0653620283139524,286
"2",0,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,5,141,259,53,479,0.3525,0.0996240601503759,0.252875939849624,0.208502951801921,0.0443729880477031,932
"3",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,6,469,367,346,890,0.561004784688995,0.279935275080906,0.281069509608089,0.284054837946731,0.00298532833864151,2072
"4",NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,9,108,154,43,458,0.412213740458015,0.0858283433133733,0.326385397144642,0.273582103608401,0.0528032935362415,763
"5",NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,0,NA,10,141,166,135,1077,0.45928338762215,0.111386138613861,0.347897249008288,0.335810810810811,0.0120864381974777,1519
"6",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,11,2090,2085,2341,12333,0.50059880239521,0.159533869428922,0.341064932966288,0.331503708643073,0.00956122432321477,18849
