"","age.30","age.60","workclass.Private","workclass.Self.emp","workclass.gov","education.num.12","education.num.9","Prof","white","Male","hours.50","hours.30","US","class","leaf_index","n11","n12","n21","n22","pi_1","pi_2","phi","causal_effect_model","bias","N"
"1",1,0,0,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,4,3,41,16,308,0.0681818181818182,0.0493827160493827,0.0187991021324355,-0.0284146341463415,0.0472137362787769,368
"2",1,0,0,0,1,NA,NA,1,NA,NA,NA,NA,NA,NA,5,13,145,8,79,0.0822784810126582,0.0919540229885057,-0.00967554197584752,0.0757142857142857,0.0853898276901332,245
"3",0,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,596,502,382,1192,0.542805100182149,0.242693773824651,0.300111326357499,0.256975184439973,0.0431361419175256,2672
"4",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,0,NA,9,6,40,8,196,0.130434782608696,0.0392156862745098,0.0912190963341858,0.10320177204994,0.0119826757157537,250
"5",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,10,228,264,168,1360,0.463414634146341,0.109947643979058,0.353466990167284,0.327343246889669,0.0261237432776152,2020
"6",NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,12,1866,1886,2215,11440,0.497334754797441,0.162211644086415,0.335123110711026,0.333642622137232,0.00148048857379468,17407
"7",0,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,14,88,92,100,447,0.488888888888889,0.182815356489945,0.306073532398944,0.351360544217687,0.0452870118187434,727
"8",0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,15,73,70,87,502,0.510489510489511,0.147707979626486,0.362781530863025,0.419736560291283,0.056955029428258,732
