,age.30,age.60,wkcls.private,wkcls.self_emp,wkcls.gov,occ.prof,sex.male,hours.full,causal_effect,n11,n12,n21,n22,pi_1,pi_2,phi,bias,N
0,,,0.0,0.0,1.0,,1.0,,0.404797,1074,1586,720,3615,0.4037593984962406,0.16608996539792387,0.23766943309831673,0.1671275669016833,6995
1,,,,,0.0,,1.0,,0.422628,5160,7167,5353,63439,0.41859333171087854,0.07781428073031747,0.34077905098056105,0.08184894901943895,81119
2,,,,,,,0.0,,0.1405,1588,10143,1252,72967,0.1353678288295968,0.016868995809698327,0.11849883301989847,0.022001166980101544,85950
