,age.30,age.60,wkcls.private,wkcls.self_emp,wkcls.gov,occ.prof,sex.male,hours.full,causal_effect,n11,n12,n21,n22,pi_1,pi_2,phi,bias,N
0,,,,,,,1.0,,0.425293,6152,8849,6071,66945,0.4101059929338044,0.08314615974580913,0.32695983318799526,0.09833316681200471,88017
1,,,,,,,0.0,,0.140902,1606,10287,1224,72930,0.13503741696796434,0.016506189821182942,0.1185312271467814,0.022370772853218604,86047
