,age.30,age.60,wkcls.private,wkcls.self_emp,wkcls.gov,occ.prof,sex.male,hours.full,causal_effect,n11,n12,n21,n22,pi_1,pi_2,phi,bias,N
0,,,0.0,0.0,1.0,,1.0,,0.401713,1092,1592,727,3598,0.4068554396423249,0.16809248554913295,0.23876295409319195,0.16295004590680803,7009
1,,,,,0.0,,1.0,,0.421898,5152,7135,5226,63479,0.4193049564580451,0.0760643330179754,0.3432406234400697,0.07865737655993027,80992
2,,,,,,,0.0,,0.138503,1638,10281,1256,72888,0.13742763654669016,0.016940008631851532,0.12048762791483862,0.018015372085161366,86063
