,age.30,age.60,wkcls.private,wkcls.self_emp,wkcls.gov,occ.prof,sex.male,hours.full,causal_effect,n11,n12,n21,n22,pi_1,pi_2,phi,bias,N
0,,,,,0.0,,1.0,,0.423425,5105,7115,5259,63672,0.4177577741407529,0.07629368498933717,0.3414640891514157,0.08196091084858431,81151
1,,,0.0,0.0,1.0,,1.0,,0.401581,1104,1609,739,3557,0.4069295982307409,0.17202048417132215,0.23490911405941872,0.1666718859405813,7009
2,,,,,,,0.0,,0.137546,1646,10249,1201,72808,0.1383774695250105,0.016227756083719548,0.12214971344129097,0.015396286558709033,85904
