,age.30,age.60,wkcls.private,wkcls.self_emp,wkcls.gov,occ.prof,sex.male,hours.full,causal_effect,n11,n12,n21,n22,pi_1,pi_2,phi,bias,N
0,,,0.0,0.0,1.0,,1.0,,0.413353,1069,1635,729,3516,0.3953402366863905,0.1717314487632509,0.22360878792313962,0.1897442120768604,6949
1,,,,,,,0.0,,0.138088,1636,10233,1198,72840,0.13783806554890893,0.01618088008860315,0.12165718546030578,0.016430814539694208,85907
2,,,,,0.0,,1.0,,0.417973,5207,7097,5314,63590,0.4231957087126138,0.07712179263903401,0.3460739160735798,0.0718990839264202,81208
