,age.30,age.60,wkcls.private,wkcls.self_emp,wkcls.gov,occ.prof,sex.male,hours.full,causal_effect,n11,n12,n21,n22,pi_1,pi_2,phi,bias,N
0,,,,,0.0,,1.0,,0.418593,5140,7022,5243,63715,0.42262785726031904,0.07603178746483366,0.3465960697954854,0.07199693020451459,81120
1,0.0,,0.0,0.0,1.0,,1.0,1.0,0.521671,681,633,449,1320,0.5182648401826484,0.25381571509327305,0.26444912508937535,0.25722187491062465,3083
2,,,,,,,0.0,,0.135368,1686,10314,1211,72807,0.1405,0.016360885190088898,0.12413911480991112,0.01122888519008887,86018
3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.048223,4,45,9,420,0.08163265306122448,0.02097902097902098,0.06065363208220351,0.012430632082203505,478
4,1.0,0.0,0.0,0.0,1.0,,1.0,1.0,0.140541,23,178,32,390,0.11442786069651742,0.07582938388625593,0.03859847681026149,0.10194252318973851,623
5,,,0.0,0.0,1.0,1.0,1.0,0.0,0.291486,203,484,66,150,0.2954876273653566,0.3055555555555556,-0.010067928190198971,0.301553928190199,903
6,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,0.410314,186,273,175,1205,0.40522875816993464,0.12681159420289856,0.2784171639670361,0.13189683603296393,1839
