,age.30,age.60,wkcls.private,wkcls.self_emp,wkcls.gov,occ.prof,sex.male,hours.full,causal_effect,n11,n12,n21,n22,pi_1,pi_2,phi,bias,N
0,,,0.0,0.0,1.0,,1.0,,0.406786,1080,1608,741,3570,0.4017857142857143,0.17188587334725122,0.22989984093846308,0.1768861590615369,6999
1,,,,,0.0,,1.0,,0.420186,5146,7077,5205,63653,0.42100957211813794,0.07559034534839815,0.3454192267697398,0.07476677323026021,81081
2,,,,,,,0.0,,0.136182,1668,10270,1237,72809,0.13972189646506952,0.016705831510142342,0.12301606495492717,0.013165935045072824,85984
