"","age.30","age.60","wkcls.private","wkcls.self_emp","wkcls.gov","educ.12","occ.prof","sex.male","hours.full","income.50K","leaf_index","n11","n12","n21","n22","pi_1","pi_2","phi","causal_effect_model","bias","N"
"1",NA,0,NA,NA,NA,NA,NA,0,NA,NA,3,1335,8818,920,59385,0.131488230079779,0.015255783102562,0.116232446977217,0.12421201910099,0.00797957212377218,70458
"2",NA,1,0,NA,NA,NA,NA,0,NA,NA,5,179,1239,198,11146,0.1262341325811,0.0174541607898449,0.108779971791255,0.112088493107742,0.00330852131648661,12762
"3",NA,1,1,0,0,NA,NA,0,NA,NA,6,83,291,135,2230,0.22192513368984,0.0570824524312896,0.16484268125855,0.224856133243848,0.060013451985298,2739
"4",NA,0,0,0,1,NA,1,1,0,NA,11,139,465,47,124,0.230132450331126,0.274853801169591,-0.0447213508384648,0.0400013787635938,0.0847227296020586,775
"5",NA,0,0,0,1,NA,1,1,1,NA,12,273,448,85,199,0.378640776699029,0.299295774647887,0.0793450020511418,0.119833715536288,0.0404887134851465,1005
"6",NA,0,0,0,1,NA,0,1,1,NA,14,182,238,231,1257,0.433333333333333,0.155241935483871,0.278091397849462,0.226566799412752,0.05152459843671,1908
"7",NA,0,0,0,1,NA,0,1,0,NA,15,164,295,155,1456,0.357298474945534,0.0962135319677219,0.261084942977812,0.272188139059305,0.0111031960814928,2070
"8",NA,1,0,0,1,NA,NA,1,NA,NA,16,323,160,208,512,0.668737060041408,0.288888888888889,0.379848171152519,0.360598409142098,0.0192497620104206,1203
"9",NA,NA,NA,NA,0,NA,NA,1,NA,NA,17,5143,7009,5277,63715,0.423222514812377,0.0764871289424861,0.34673538586989,0.340652590598178,0.00608279527171252,81144
