"","age.30","age.60","wkcls.private","wkcls.self_emp","wkcls.gov","educ.12","occ.prof","sex.male","hours.full","income.50K","leaf_index","n11","n12","n21","n22","pi_1","pi_2","phi","causal_effect_model","bias","N"
"1",NA,0,NA,NA,NA,NA,NA,0,NA,NA,3,1363,8648,894,59401,0.136150234741784,0.0148271000912182,0.121323134650566,0.119055782711056,0.00226735193951033,70306
"2",0,1,NA,NA,NA,NA,NA,0,NA,NA,4,273,1528,313,13485,0.151582454192115,0.0226844470213074,0.128898007170808,0.130522277416029,0.00162427024522108,15599
"3",NA,0,0,0,1,NA,1,1,0,NA,9,153,458,49,135,0.250409165302782,0.266304347826087,-0.0158951825233046,0.0135914332784184,0.0294866158017231,795
"4",NA,0,0,0,1,NA,1,1,1,NA,10,267,458,64,186,0.368275862068966,0.256,0.112275862068966,0.0881500465983225,0.024125815470643,975
"5",1,0,0,0,1,NA,0,1,NA,NA,12,13,95,40,720,0.12037037037037,0.0526315789473684,0.0677387914230019,-0.014373363791657,0.0821121552146589,868
"6",0,0,0,0,1,NA,0,1,1,NA,14,160,193,192,911,0.453257790368272,0.174070716228468,0.279187074139804,0.285482781550577,0.00629570741077257,1456
"7",0,0,0,0,1,NA,0,1,0,NA,15,167,252,149,1047,0.398568019093079,0.124581939799331,0.273986079293748,0.305795954898153,0.0318098756044056,1615
"8",0,1,0,0,1,NA,NA,1,NA,NA,16,319,151,230,503,0.678723404255319,0.313778990450205,0.364944413805115,0.375574074726617,0.0106296609215026,1203
"9",NA,NA,NA,NA,0,NA,NA,1,NA,NA,17,5148,7054,5370,63675,0.421898049500082,0.0777753638931132,0.344122685606969,0.34324062344007,0.000882062166899067,81247
