"","age.30","age.60","wkcls.private","wkcls.self_emp","wkcls.gov","educ.12","occ.prof","sex.male","hours.full","income.50K","leaf_index","n11","n12","n21","n22","pi_1","pi_2","phi","causal_effect_model","bias","N"
"1",NA,0,NA,NA,NA,NA,NA,0,NA,NA,3,1328,8684,886,59453,0.132640831002797,0.0146837037405327,0.117957127262264,0.12239232329131,0.00443519602904595,70351
"2",NA,1,NA,NA,NA,NA,NA,0,NA,NA,4,278,1503,340,13512,0.156092083099382,0.0245451920300318,0.131546891069351,0.127986779344627,0.00356011172472318,15633
"3",NA,0,0,0,1,NA,1,1,0,NA,9,156,418,52,120,0.271777003484321,0.302325581395349,-0.0305485779110283,0.0257037134927977,0.0562522914038259,746
"4",NA,0,0,0,1,NA,1,1,1,NA,10,258,458,76,198,0.360335195530726,0.277372262773723,0.0829629327570036,0.11391048244911,0.0309475496921068,990
"5",NA,0,0,0,1,NA,0,1,NA,NA,11,353,564,367,2711,0.38495092693566,0.119233268356075,0.265717658579584,0.253655808558527,0.0120618500210569,3995
"6",NA,1,0,0,1,NA,NA,1,0,NA,13,58,47,45,178,0.552380952380952,0.201793721973094,0.350587230407858,0.238117106773823,0.112470123634035,328
"7",NA,1,0,0,1,NA,NA,1,1,NA,14,266,104,170,323,0.718918918918919,0.344827586206897,0.374091332712022,0.403079909985439,0.0289885772734165,863
"8",NA,NA,NA,NA,0,NA,NA,1,NA,NA,15,5154,7112,5391,63501,0.420185879667373,0.0782529176101724,0.341932962057201,0.34541922676974,0.00348626471253899,81158
