"","age.30","age.60","wkcls.private","wkcls.self_emp","wkcls.gov","educ.12","occ.prof","sex.male","hours.full","income.50K","leaf_index","n11","n12","n21","n22","pi_1","pi_2","phi","causal_effect_model","bias","N"
"1",NA,0,NA,NA,NA,NA,NA,0,NA,NA,3,1419,8714,934,59385,0.140037501233593,0.0154843415839122,0.124553159649681,0.11574033731502,0.0088128223346612,70452
"2",0,1,NA,NA,NA,NA,NA,0,NA,NA,4,267,1558,309,13508,0.146301369863014,0.022363754794818,0.123937615068196,0.135604999512844,0.0116673844446486,15642
"3",0,0,0,0,1,NA,1,1,0,NA,10,160,347,42,65,0.315581854043393,0.392523364485981,-0.0769415104425888,-0.0407148407148407,0.0362266697277481,614
"4",1,0,0,0,1,NA,1,1,0,NA,11,4,100,1,52,0.0384615384615385,0.0188679245283019,0.0195936139332366,-0.00830200501253133,0.0278956189457679,157
"5",NA,0,0,0,1,NA,1,1,1,NA,12,275,448,75,194,0.380359612724758,0.278810408921933,0.101549203802825,0.0956455241112529,0.00590367969157196,992
"6",NA,0,0,0,1,NA,0,1,0,NA,14,182,283,161,1470,0.391397849462366,0.0987124463519313,0.292685403110434,0.242044513457557,0.0506408896528774,2096
"7",NA,0,0,0,1,NA,0,1,1,NA,15,147,226,231,1232,0.394101876675603,0.157894736842105,0.236207139833498,0.269582627444941,0.0333754876114427,1836
"8",0,1,0,0,1,NA,NA,1,NA,NA,16,311,144,230,506,0.683516483516484,0.3125,0.371016483516484,0.370064058567833,0.00095242494865011,1191
"9",NA,NA,NA,NA,0,NA,NA,1,NA,NA,17,5201,6968,5359,63556,0.427397485413756,0.0777624610026845,0.349635024411072,0.337799387817093,0.0118356365939786,81084
