"","age.30","age.60","wkcls.private","wkcls.self_emp","wkcls.gov","educ.12","occ.prof","sex.male","hours.full","income.50K","leaf_index","n11","n12","n21","n22","pi_1","pi_2","phi","causal_effect_model","bias","N"
"1",1,0,0,0,1,NA,NA,0,NA,NA,5,16,537,12,826,0.0289330922242315,0.0143198090692124,0.0146132831550191,0.016451651877408,0.00183836872238896,1391
"2",0,0,0,0,1,NA,NA,0,NA,NA,6,383,1897,145,2829,0.167982456140351,0.0487558843308675,0.119226571809483,0.108414687095749,0.0108118847137343,5254
"3",NA,0,NA,NA,0,NA,NA,0,NA,NA,7,966,6362,758,55423,0.131823144104804,0.013492105872092,0.118331038232712,0.125710563729956,0.0073795254972441,63509
"4",0,1,NA,NA,NA,NA,NA,0,NA,NA,8,257,1542,317,13621,0.142857142857143,0.0227435787056967,0.120113564151446,0.139158679882906,0.0190451157314599,15737
"5",NA,0,0,0,1,NA,NA,1,NA,NA,11,751,1413,526,2990,0.347042513863216,0.149601820250284,0.197440693612932,0.209898734895681,0.0124580412827491,5680
"6",0,1,0,0,1,NA,NA,1,NA,NA,12,330,146,212,504,0.69327731092437,0.29608938547486,0.397187925449509,0.343085299455535,0.054102625993974,1192
"7",NA,NA,NA,NA,0,NA,NA,1,NA,NA,13,5184,7186,5283,63648,0.419078415521423,0.0766418592505549,0.342436556270868,0.344944525088306,0.00250796881743837,81301
