"","mens","womens","newbie","segment","visit","conversion","recency_1","recency_10","recency_11","recency_12","recency_2","recency_3","recency_4","recency_5","recency_6","recency_7","recency_8","recency_9","recency_1.1","recency_2.1","recency_3.1","recency_4.1","recency_5.1","recency_6.1","recency_7.1","zip_code_Rural","zip_code_Surburban","zip_code_Urban","channel_Multichannel","channel_Phone","channel_Web","leaf_index","n11","n12","n21","n22","pi_1","pi_2","phi","causal_effect_model","bias","N"
"1",1,0,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,0,0,1,7,12,44,6,54,0.214285714285714,0.1,0.114285714285714,-0.203216826476956,0.317502540762671,116
"2",1,0,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,0,1,0,8,7,53,5,54,0.116666666666667,0.0847457627118644,0.0319209039548023,-0.0361904761904762,0.0681113801452784,119
"3",1,0,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,9,71,444,64,400,0.137864077669903,0.137931034482759,-6.69568128557063e-05,-0.0176169702713627,0.017550013458507,979
"4",1,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,13,100,616,85,696,0.139664804469274,0.108834827144686,0.0308299773245874,-0.0296509651806144,0.0604809425052018,1497
"5",1,0,1,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,0,0,1,NA,NA,NA,15,10,58,4,74,0.147058823529412,0.0512820512820513,0.0957767722473605,-0.0729513657561626,0.168728138003523,146
"6",1,0,1,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,NA,0,0,0,1,NA,NA,NA,17,7,51,4,44,0.120689655172414,0.0833333333333333,0.0373563218390805,-0.0723572639909553,0.109713585830036,106
"7",1,0,1,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,20,0,50,0,43,0,0,0,-0.0700757575757576,0.0700757575757576,93
"8",1,0,1,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,21,1,65,1,63,0.0151515151515152,0.015625,-0.000473484848484848,0.0526315789473684,0.0531050637958533,130
"9",1,0,1,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,0,0,0,1,NA,NA,NA,24,2,41,3,25,0.0465116279069767,0.107142857142857,-0.0606312292358804,-0.0477582846003899,0.0128729446354905,71
"10",1,0,1,NA,NA,NA,0,0,0,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,0,NA,0,0,0,1,NA,NA,NA,25,26,250,16,249,0.0942028985507246,0.060377358490566,0.0338255400601586,0.0454238432961837,0.0115983032360251,541
