"","mens","womens","newbie","segment","visit","conversion","recency_1","recency_10","recency_11","recency_12","recency_2","recency_3","recency_4","recency_5","recency_6","recency_7","recency_8","recency_9","recency_1.1","recency_2.1","recency_3.1","recency_4.1","recency_5.1","recency_6.1","recency_7.1","zip_code_Rural","zip_code_Surburban","zip_code_Urban","channel_Multichannel","channel_Phone","channel_Web","leaf_index","n11","n12","n21","n22","pi_1","pi_2","phi","causal_effect_model","bias","N"
"1",1,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,1,0,0,0,1,0,7,8,34,9,29,0.19047619047619,0.236842105263158,-0.0463659147869674,-0.203703703703704,0.157337788916736,80
"2",1,0,1,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,1,0,0,0,1,0,8,4,26,1,44,0.133333333333333,0.0222222222222222,0.111111111111111,-0.0981767180925666,0.209287829203678,75
"3",1,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,1,0,0,0,0,1,9,11,64,7,71,0.146666666666667,0.0897435897435897,0.0569230769230769,-0.0381147540983607,0.0950378310214376,153
"4",1,0,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA,NA,10,0,26,5,22,0,0.185185185185185,-0.185185185185185,0.0974025974025974,0.282587782587783,53
"5",1,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,12,7,25,6,25,0.21875,0.193548387096774,0.0252016129032258,-0.136363636363636,0.161565249266862,63
"6",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,NA,NA,NA,14,20,79,20,67,0.202020202020202,0.229885057471264,-0.0278648554510623,-0.0727969348659004,0.044932079414838,186
"7",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,1,0,0,NA,NA,NA,16,99,419,92,441,0.191119691119691,0.172607879924953,0.018511811194738,0.00705611612674811,0.0114556950679899,1051
"8",1,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,NA,0,NA,NA,NA,1,0,0,NA,NA,NA,17,9,32,8,44,0.219512195121951,0.153846153846154,0.0656660412757974,0.202373104812129,0.136707063536332,93
"9",1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,NA,NA,0,NA,NA,21,6,36,8,42,0.142857142857143,0.16,-0.0171428571428572,-0.194295900178253,0.177153043035396,92
"10",1,0,1,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,NA,NA,1,0,0,22,1,26,3,28,0.037037037037037,0.0967741935483871,-0.0597371565113501,0.056551724137931,0.116288880649281,58
"11",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,NA,NA,1,0,0,25,24,154,23,151,0.134831460674157,0.132183908045977,0.00264755262818028,-0.0695566502463054,0.0722042028744857,352
"12",1,0,1,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,NA,NA,1,0,0,27,4,30,2,29,0.117647058823529,0.0645161290322581,0.0531309297912713,-0.143939393939394,0.197070323730665,65
"13",1,0,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,0,NA,NA,1,0,0,28,12,160,13,143,0.0697674418604651,0.0833333333333333,-0.0135658914728682,0.0587881219903692,0.0723540134632374,328
